form	lemma	upos	freq.samp	errtype	is_correct	BAMTINOF
va	ve	VERB	2	lemmupos	FALSE	
vingla	vingle	VERB	1	correct	TRUE	
bakke	bakke	PROPN	1	lemma	FALSE	
andlete	andlete	NOUN	1	lemma	FALSE	
kviskra	kviskre	VERB	2	correct	TRUE	
vêra	vêre	VERB	1	features	FALSE	
smaasnakka	smaasnakke	VERB	1	correct	TRUE	
daa	da	NOUN	1	lemma	FALSE	
utrop.	utrop	NOUN	1	lemma	FALSE	
borde	borde	NOUN	1	lemma	FALSE	
kveld	kveld	PROPN	1	upos	FALSE	
vettskræmte	vettskræmme	VERB	1	correct	TRUE	
dæg	dæg	NOUN	1	lemma	FALSE	
maan	maan	NOUN	1	correct	TRUE	
larsebakken	larsebakken	PROPN	1	correct	TRUE	
servilt	serville	ADJ	1	lemma	FALSE	
andlete	andlete	NOUN	1	correct	TRUE	
plasskjerring	plasskjerring	NOUN	1	correct	TRUE	
brune	brune	NOUN	1	lemmupos	FALSE	
halvfint	halvfin	ADJ	1	correct	TRUE	
smile	smile	VERB	1	correct	TRUE	
nei-nei-nei	nei-nei-nei	INTJ	1	correct	TRUE	
totte	tote	VERB	1	correct	TRUE	
trøyheit	trøyheit	NOUN	1	correct	TRUE	
sokken	sokk	NOUN	1	correct	TRUE	
skýna	skýne	VERB	1	correct	TRUE	
daa	dae	VERB	2	lemmupos	FALSE	
dessmeir	dessmeir	NOUN	2	upos	FALSE	
onna	onne	NOUN	1	lemma	FALSE	
øl-ridir	øl-ridir	PROPN	1	lemmupos	FALSE	
opjorden	opjorden	PROPN	1	correct	TRUE	
disputera	disputere	VERB	2	correct	TRUE	
vik	vik	ADJ	1	upos	FALSE	
sjuk	sjuk	NOUN	1	upos	FALSE	
spurdest	spurnast	VERB	1	correct	TRUE	
sveittar	sveitte	VERB	1	correct	TRUE	
burti	burti	NOUN	1	upos	FALSE	
gammel-ti	gammel-t	NOUN	1	tokenization	FALSE	
raadlaust	raadlaus	ADJ	2	correct	TRUE	
godsnakk	godsnakk	NOUN	1	correct	TRUE	
armt	arm	ADJ	1	correct	TRUE	
tydelig	tydelig	ADJ	1	upos	FALSE	
daa	dae	NOUN	3	lemmupos	FALSE	
dem	dem	NOUN	2	lemmupos	FALSE	
nedyver	nedyver	ADP	1	correct	TRUE	
kje	kje	ADV	1	lemma	FALSE	
jomfru	jomfru	PROPN	1	lemmupos	FALSE	
daa	dae	VERB	2	lemmupos	FALSE	
greida	greid	NOUN	1	correct	TRUE	
kjeringar	kjering	NOUN	1	correct	TRUE	
lel	lel	ADV	1	correct	TRUE	
burtpaa	burtpae	NOUN	1	lemmupos	FALSE	
faa	fae	NOUN	2	lemmupos	FALSE	
naar	nae	NOUN	6	lemmupos	FALSE	
gram	gram	PROPN	1	correct	TRUE	
mykt	mykje	ADJ	1	lemma	FALSE	
matmora	matmor	NOUN	1	correct	TRUE	
aa	aa	NOUN	5	upos	FALSE	
åsel	åsel	PROPN	2	correct	TRUE	
set	set	NOUN	2	lemmupos	FALSE	
aa	ae	INTJ	1	lemmupos	FALSE	
hjælpe	hjælpe	VERB	1	correct	TRUE	
tilslutt	tilslutt	ADJ	1	correct	TRUE	
fyrr	førje	ADV	1	lemma	FALSE	
gjelder	gjelde	VERB	1	correct	TRUE	
snild	snild	ADJ	1	correct	TRUE	
statsmennar	statsmennar	PROPN	1	lemmupos	FALSE	
arbeide	arbeide	PROPN	1	correct	TRUE	
juvikgaren	juvikgaren	PROPN	1	correct	TRUE	
gangen	gangen	PROPN	1	lemmupos	FALSE	
frammandmenneske	frammandmenneske	NOUN	1	correct	TRUE	
nærmere	nærmere	NOUN	1	lemmupos	FALSE	
yvi	yvi	AUX	1	lemmupos	FALSE	
raadir	raadir	NOUN	1	lemma	FALSE	
nokoslags	nokoslag	ADJ	1	lemma	FALSE	
upp-	upp-	NOUN	1	tokenization	FALSE	
konstabel	konstabel	PROPN	1	lemmupos	FALSE	
stua	stue	NOUN	1	correct	TRUE	
grannehusa	grannehus	NOUN	1	correct	TRUE	
so	så	VERB	2	correct	TRUE	
endelig	endelig	ADJ	1	correct	TRUE	
vett	vett	VERB	1	upos	FALSE	
vaaga	vaage	VERB	2	correct	TRUE	
buskar	buske	NOUN	1	correct	TRUE	
øvrebygda	øvrebygd	NOUN	1	correct	TRUE	
massi	massi	NOUN	1	upos	FALSE	
raade	raade	ADJ	1	upos	FALSE	
gaa	ga	NOUN	1	lemmupos	FALSE	
aug-blek	aug-blek	NOUN	1	correct	TRUE	
gjek	gja	VERB	2	lemma	FALSE	
gaa	gae	VERB	1	lemma	FALSE	
uvit	uvit	NOUN	1	correct	TRUE	
hugen	hugen	PROPN	1	lemmupos	FALSE	
sømme	sømt	PRON	1	lemmupos	FALSE	
hører	høre	VERB	1	correct	TRUE	
paa	pa	INTJ	2	lemmupos	FALSE	
vone	vone	VERB	2	correct	TRUE	
ihop	ihop	NOUN	2	upos	FALSE	
greide	greide	PROPN	1	lemmupos	FALSE	
tenestegutar	tenestegut	NOUN	1	correct	TRUE	
skuletimen	skuletimen	PROPN	1	lemmupos	FALSE	
gjengne	gjengen	ADJ	1	correct	TRUE	
nedpaa	nedpa	ADJ	1	lemma	FALSE	
stana	stane	VERB	1	correct	TRUE	
ovende	ovende	NOUN	1	upos	FALSE	
idiotar	idiotar	PROPN	1	lemmupos	FALSE	
hærland	hærland	PROPN	2	correct	TRUE	
tidt	tide	VERB	1	lemmupos	FALSE	
segjer	segje	NOUN	1	correct	TRUE	
bleik	bleik	NOUN	1	upos	FALSE	
hale	hale	VERB	1	upos	FALSE	
sige	sige	ADJ	1	upos	FALSE	
fløven	fløv	NOUN	1	lemmupos	FALSE	
fyren	fyren	PROPN	1	lemmupos	FALSE	
no'	no	PROPN	1	lemmupos	FALSE	
småguten	smågut	NOUN	1	correct	TRUE	
maatte	maetje	VERB	1	lemma	FALSE	
råflirte	råflire	VERB	1	correct	TRUE	
stelle	stelle	NOUN	1	features	FALSE	
daa	da	ADJ	1	lemmupos	FALSE	
dem	dem	NOUN	1	lemmupos	FALSE	
røst	røst	NOUN	1	correct	TRUE	
segjer	segje	VERB	1	correct	TRUE	
øydelagd	øydeleggje	ADJ	1	correct	TRUE	
skarv	skarv	NOUN	1	correct	TRUE	
orde	ore	NOUN	1	lemma	FALSE	
lyte	lyte	NOUN	1	correct	TRUE	
stakkar	stakke	VERB	1	lemmupos	FALSE	
te	te	VERB	1	lemmupos	FALSE	
selen	selen	PROPN	1	lemmupos	FALSE	
nu	nu	NOUN	1	lemmupos	FALSE	
dæg	dæg	NOUN	1	lemmupos	FALSE	
trygge	trygge	ADJ	1	correct	TRUE	
røme	røme	NOUN	1	upos	FALSE	
sjæli	sjæli	PROPN	1	lemmupos	FALSE	
merkelig	merkelig	ADJ	1	correct	TRUE	
innpaa	innpaa	VERB	1	upos	FALSE	
raad	raad	NOUN	1	lemma	FALSE	
dem	dem	ADJ	1	lemmupos	FALSE	
veg	veg	PROPN	2	upos	FALSE	
glaama	glaame	VERB	1	correct	TRUE	
tolekniven	tolekniv	NOUN	1	correct	TRUE	
tokka	tokke	VERB	1	features	FALSE	
skulde	skulje	VERB	1	correct	TRUE	
vilde	vilde	VERB	1	lemma	FALSE	
skulepost	skulepost	NOUN	1	correct	TRUE	
nokonstad	nokonstad	NOUN	1	upos	FALSE	
føterne	føterne	ADV	1	lemmupos	FALSE	
sùmaren	sùmaren	PROPN	1	lemmupos	FALSE	
brunmaala	brunmaale	ADJ	1	correct	TRUE	
jonathan	jonathan	PROPN	1	correct	TRUE	
saa	sae	NOUN	1	lemmupos	FALSE	
nærved	nærved	ADP	1	correct	TRUE	
naar	nae	NOUN	1	lemma	FALSE	
hestepassaren	hestepassar	NOUN	1	correct	TRUE	
stota	stote	VERB	1	correct	TRUE	
faa	fae	VERB	1	lemma	FALSE	
paa	pa	NOUN	2	lemmupos	FALSE	
sjaa	sja	NOUN	1	lemmupos	FALSE	
hørt	høre	VERB	1	correct	TRUE	
herr	herr	PROPN	2	lemmupos	FALSE	
vel	vel	VERB	1	correct	TRUE	
gjengne	gjengen	VERB	1	upos	FALSE	
kritande	kritande	ADJ	1	correct	TRUE	
ventan	ventan	NOUN	1	lemma	FALSE	
livedagar	livedagar	NOUN	1	lemma	FALSE	
grete	gret	VERB	1	correct	TRUE	
sjøl	sjøl	NOUN	2	upos	FALSE	
blyanten	blyanten	PROPN	1	lemmupos	FALSE	
syster	syster	PROPN	1	upos	FALSE	
golve	golve	PROPN	1	lemmupos	FALSE	
augo	augo	PROPN	3	lemmupos	FALSE	
hennar	henn	DET	1	lemma	FALSE	
kannhende	kannhende	PROPN	1	lemmupos	FALSE	
sitja	sitje	VERB	1	correct	TRUE	
attmed	attmed	ADP	1	correct	TRUE	
trehest	trehest	NOUN	1	correct	TRUE	
he	he	X	1	correct	TRUE	
kapellanen	kapellanen	PROPN	4	lemmupos	FALSE	
skvatt	skvatt	VERB	1	lemma	FALSE	
stulla	stulle	VERB	1	correct	TRUE	
stas	stas	NOUN	1	correct	TRUE	
saag	saag	NOUN	1	correct	TRUE	
e	e	VERB	3	lemma	FALSE	
sjaa	sjaa	ADJ	1	upos	FALSE	
tæring	tæring	NOUN	1	lemma	FALSE	
fengi	fengi	NOUN	1	lemmupos	FALSE	
fek	fa	VERB	2	lemma	FALSE	
utav	utav	ADP	1	correct	TRUE	
komma	komme	NOUN	1	correct	TRUE	
kveldarne	kveldarne	NOUN	1	lemma	FALSE	
stomlande	stomle	ADJ	1	correct	TRUE	
rakkars	rakk	ADJ	1	lemmupos	FALSE	
frua	fru	NOUN	1	lemma	FALSE	
brydd	brydd	ADJ	1	correct	TRUE	
kremta	kremte	VERB	1	correct	TRUE	
orvegen	orveg	NOUN	1	lemmupos	FALSE	
træle	træle	VERB	1	correct	TRUE	
havt	hav	VERB	3	lemma	FALSE	
leid	leie	VERB	1	correct	TRUE	
sjaa	sjae	NOUN	1	lemmupos	FALSE	
julie	julie	PROPN	1	correct	TRUE	
grase	grase	NOUN	1	lemma	FALSE	
tillit	tillit	PROPN	1	upos	FALSE	
ifraa	ifrae	VERB	1	lemmupos	FALSE	
jaså	jaså	ADV	1	correct	TRUE	
roleg	roleg	ADJ	1	correct	TRUE	
stykkje	stykkje	NOUN	1	correct	TRUE	
leivningarne	leivningarn	NOUN	1	lemma	FALSE	
rettno	rettno	PROPN	1	lemmupos	FALSE	
laag	laag	NOUN	2	lemmupos	FALSE	
lauvset	lauvset	PROPN	1	correct	TRUE	
barnesjæli	barnesjæli	PROPN	1	lemmupos	FALSE	
set	sjå	NOUN	1	lemma	FALSE	
visleg	visleg	ADJ	1	correct	TRUE	
skrik	skrike	NOUN	1	lemma	FALSE	
embætte	embætte	PROPN	1	lemmupos	FALSE	
maalstrævar	maalstrævar	PROPN	1	upos	FALSE	
mosebø	mosebø	PROPN	1	correct	TRUE	
hammaren	hammar	NOUN	1	correct	TRUE	
vent	vent	ADJ	1	correct	TRUE	
haa	ha	INTJ	1	correct	TRUE	
eigin	eigin	DET	1	correct	TRUE	
dæg	dæg	ADJ	2	lemmupos	FALSE	
massi	massi	PROPN	2	correct	TRUE	
ljosna	ljosne	VERB	1	correct	TRUE	
staaande	staae	ADJ	1	lemma	FALSE	
skjelve	skjelve	DET	1	correct	TRUE	
drakk	drakk	VERB	1	correct	TRUE	
lengje	lengje	VERB	1	correct	TRUE	
tusla	tusle	VERB	1	correct	TRUE	
hm–hm–hm	hm–hm–hm	INTJ	1	correct	TRUE	
umulig	umulig	ADJ	1	correct	TRUE	
aari	aari	PROPN	1	lemmupos	FALSE	
taus	taus	NOUN	1	features	FALSE	
eng	eng	NOUN	1	correct	TRUE	
mæle	mæle	NOUN	1	correct	TRUE	
sjuttan	sjuttan	NOUN	1	correct	TRUE	
vidja	vidje	NOUN	1	correct	TRUE	
gammelstu-take	gammelstu-take	PROPN	1	upos	FALSE	
paa	pae	VERB	2	lemmupos	FALSE	
inngjenom	inngjennom	ADP	2	correct	TRUE	
fjos	fjos	NOUN	1	lemma	FALSE	
likesæle	likesæl	ADJ	1	correct	TRUE	
aa	aa	NOUN	2	lemma	FALSE	
e	e	ADJ	3	lemmupos	FALSE	
vassflo	vassflo	NOUN	1	features	FALSE	
daa	daa	PROPN	2	lemmupos	FALSE	
jaga	jage	VERB	1	correct	TRUE	
so	så	ADV	5	correct	TRUE	
emilie	emilie	PROPN	2	correct	TRUE	
solvi	solvi	PRON	1	upos	FALSE	
timane	timane	NOUN	1	correct	TRUE	
vissare	viss	ADJ	2	correct	TRUE	
sjæl	sjæl	NOUN	1	correct	TRUE	
faa	fae	VERB	3	lemma	FALSE	
likar	likar	NOUN	1	upos	FALSE	
uppdaga	uppdage	VERB	1	correct	TRUE	
aa	ae	VERB	1	correct	TRUE	
stole	stole	ADJ	1	upos	FALSE	
grand	grand	NOUN	1	correct	TRUE	
gråna	gråne	VERB	1	correct	TRUE	
ranglefantane	ranglefant	NOUN	1	lemma	FALSE	
hendelse	hendelse	NOUN	1	correct	TRUE	
studeringane	studeringane	NOUN	1	lemma	FALSE	
harde	harde	ADP	1	lemmupos	FALSE	
trakka	trakke	ADJ	1	correct	TRUE	
furlegt	furleg	ADJ	1	correct	TRUE	
ferdug	ferdug	VERB	1	upos	FALSE	
sætande	sætande	ADJ	1	correct	TRUE	
alle	all	PRON	2	correct	TRUE	
sjaa	sjae	ADJ	2	lemmupos	FALSE	
sjaa	sjae	VERB	2	lemma	FALSE	
krull	krull	NOUN	1	lemma	FALSE	
guten	guten	PROPN	1	lemmupos	FALSE	
hummelvik	hummelvik	PROPN	1	correct	TRUE	
smidd	smi	VERB	1	correct	TRUE	
uppyver	uppyver	ADP	1	correct	TRUE	
garen	gard	NOUN	1	correct	TRUE	
farvegen	farveg	NOUN	2	correct	TRUE	
fortæl	fortæl	ADJ	1	lemmupos	FALSE	
klem	klem	PROPN	1	correct	TRUE	
daa	daa	PROPN	2	upos	FALSE	
morgo	morgo	PROPN	1	lemmupos	FALSE	
hæ	hæ	PROPN	3	upos	FALSE	
haa	haa	INTJ	1	correct	TRUE	
mej	mej	NOUN	1	lemmupos	FALSE	
kar	ke	VERB	1	lemmupos	FALSE	
rad	rad	PROPN	1	upos	FALSE	
rida	rid	NOUN	1	lemmupos	FALSE	
pater	pater	PROPN	1	correct	TRUE	
svert	svere	ADJ	1	lemma	FALSE	
greide	greide	VERB	1	correct	TRUE	
vita	vit	NOUN	1	lemmupos	FALSE	
sov	save	VERB	1	lemma	FALSE	
abrahamsen	abrahamsen	PROPN	1	correct	TRUE	
lìva	lìv	ADJ	1	lemmupos	FALSE	
guten	guten	PROPN	1	upos	FALSE	
kringom	kringom	SCONJ	1	correct	TRUE	
ska	ske	VERB	1	lemma	FALSE	
paa	pae	NOUN	5	lemmupos	FALSE	
osså	osså	ADV	2	correct	TRUE	
skyna	skyne	VERB	2	correct	TRUE	
paa	pa	NOUN	1	lemma	FALSE	
golve	golve	NOUN	2	lemma	FALSE	
paa	paa	INTJ	2	upos	FALSE	
æ	æ	PROPN	2	lemmupos	FALSE	
rundjula	rundjule	VERB	1	correct	TRUE	
grave	grave	NOUN	1	upos	FALSE	
kjærlege	kjærleg	ADJ	1	correct	TRUE	
heilt	heill	ADJ	1	correct	TRUE	
narre	narre	ADV	1	upos	FALSE	
stræv	stræv	NOUN	1	lemma	FALSE	
hvad	hvad	NOUN	1	lemmupos	FALSE	
aa	ae	NOUN	19	lemmupos	FALSE	
vilje	vilje	PROPN	1	upos	FALSE	
ti-still	ti-still	NOUN	1	lemmupos	FALSE	
førar	førar	NOUN	1	correct	TRUE	
massmann	massmann	PROPN	1	correct	TRUE	
arbeidde	arbeidd	ADJ	1	lemmupos	FALSE	
sjølvstendigt	sjølvstendig	ADJ	1	correct	TRUE	
gjeld	gjeld	PROPN	1	upos	FALSE	
imillom	imillom	ADP	1	correct	TRUE	
raut	raut	NOUN	1	correct	TRUE	
sofaen	sofaen	PROPN	1	lemmupos	FALSE	
aaleine	aaleine	ADV	1	correct	TRUE	
stu'n	stu'n	NOUN	1	lemma	FALSE	
skulearbeide	skulearbeide	VERB	1	lemmupos	FALSE	
emne	emen	ADJ	1	lemmupos	FALSE	
blaanande	blaane	ADJ	1	correct	TRUE	
vær	vær	X	1	lemmupos	FALSE	
sjølvfolka	sjølvfolk	NOUN	1	correct	TRUE	
leikety	leikety	NOUN	1	correct	TRUE	
dokk	dokk	NOUN	1	lemmupos	FALSE	
helsa	helse	PROPN	1	upos	FALSE	
forundring	forundring	NOUN	1	correct	TRUE	
verkeli	verkeli	NOUN	1	lemmupos	FALSE	
kristiania	kristiania	PROPN	1	correct	TRUE	
hjelpi	hjelpi	PROPN	1	lemmupos	FALSE	
seia	seie	NOUN	1	upos	FALSE	
satan	satan	ADV	1	upos	FALSE	
slikt	slikt	DET	1	correct	TRUE	
martine	martine	PROPN	1	correct	TRUE	
hærland'en	hærland'en	PROPN	1	lemma	FALSE	
smatt	sma	VERB	1	lemma	FALSE	
ofte	ofte	VERB	1	upos	FALSE	
upptil	upptil	ADP	1	correct	TRUE	
georg	georg	PROPN	3	correct	TRUE	
draumen	draumen	PROPN	1	lemmupos	FALSE	
aa	ae	VERB	1	lemmupos	FALSE	
paa	paa	NOUN	5	upos	FALSE	
tumla	tumla	ADJ	1	lemmupos	FALSE	
emilie	emilie	NOUN	1	upos	FALSE	
uppfor	uppfor	ADP	1	correct	TRUE	
skuggen	skugge	NOUN	1	correct	TRUE	
orvegen	orveg	NOUN	1	upos	FALSE	
ideens	ideens	ADJ	1	lemmupos	FALSE	
mand	mand	NOUN	1	upos	FALSE	
ikkj	ikkj	NOUN	1	correct	TRUE	
retteli	retteli	NOUN	1	lemmupos	FALSE	
mannfolkmaal	mannfolkmaal	NOUN	1	correct	TRUE	
radt	rade	VERB	1	lemmupos	FALSE	
vogga	vogge	VERB	1	correct	TRUE	
jeg	jeg	ADV	1	upos	FALSE	
bøygt	bøygg	ADJ	1	lemma	FALSE	
daniel	daniel	PROPN	8	correct	TRUE	
broren	bror	NOUN	1	correct	TRUE	
huslege	husleg	ADJ	1	correct	TRUE	
vilde	vild	ADJ	1	lemmupos	FALSE	
jordi	jordi	PROPN	1	lemmupos	FALSE	
basnaste	basn	ADJ	1	correct	TRUE	
vonir	vonir	PROPN	2	lemmupos	FALSE	
innvortes	innvort	ADJ	1	lemma	FALSE	
gjør	gjørje	NOUN	1	lemmupos	FALSE	
erind	erind	NOUN	2	correct	TRUE	
ander	ander	ADP	1	correct	TRUE	
rud	rud	PROPN	4	correct	TRUE	
jorden	jord	NOUN	1	correct	TRUE	
e	e	ADJ	1	lemmupos	FALSE	
meiningslause	meiningslaus	ADJ	1	correct	TRUE	
gjøre	gjøre	VERB	1	correct	TRUE	
æg	æg	NOUN	4	lemmupos	FALSE	
knutzon	knutzon	PROPN	1	correct	TRUE	
harm	harm	ADJ	2	correct	TRUE	
ifraa	ifrae	VERB	1	lemmupos	FALSE	
hørte	høre	VERB	3	correct	TRUE	
grosseraren	grosserar	NOUN	1	lemmupos	FALSE	
laurits	laurits	PROPN	1	correct	TRUE	
rå	rå	NOUN	1	features	FALSE	
førar	førar	PROPN	1	upos	FALSE	
sjø	sjø	PROPN	1	upos	FALSE	
di	di	DET	1	correct	TRUE	
lo	lo	VERB	1	correct	TRUE	
æg	æg	NOUN	2	lemmupos	FALSE	
sovna	sovne	VERB	1	correct	TRUE	
jamra	jamre	VERB	2	correct	TRUE	
turva	turve	VERB	1	correct	TRUE	
so	so	VERB	1	correct	TRUE	
vær	vær	VERB	1	lemmupos	FALSE	
gravøle	gravøle	NOUN	1	lemma	FALSE	
bu	bu	PROPN	1	lemma	FALSE	
braut	braut	PROPN	1	lemma	FALSE	
hvad	hvad	X	1	lemmupos	FALSE	
saag	saag	NOUN	12	lemmupos	FALSE	
maaten	maaten	PROPN	1	lemmupos	FALSE	
heimyver	heimyver	ADP	1	correct	TRUE	
omnipotens	omnipot	X	1	lemma	FALSE	
borti	borti	NOUN	1	lemmupos	FALSE	
hjaa	hjae	NOUN	1	lemmupos	FALSE	
paa	pae	ADJ	1	lemmupos	FALSE	
haugum	haugum	PROPN	2	correct	TRUE	
gar	gar	NOUN	1	lemma	FALSE	
fraa	frae	VERB	3	lemmupos	FALSE	
ifraa	ifraa	NOUN	1	upos	FALSE	
åker	åker	NOUN	1	features	FALSE	
forskræmde	forskræmd	ADJ	1	correct	TRUE	
gagnlegt	gagnleg	ADJ	1	correct	TRUE	
vilde	vilje	VERB	17	correct	TRUE	
sæl	sæl	ADJ	1	correct	TRUE	
tilnons	tilnons	NOUN	1	upos	FALSE	
ungarne	ungarne	NOUN	1	lemma	FALSE	
um	um	NOUN	1	lemmupos	FALSE	
aa	aa	NOUN	1	correct	TRUE	
før	før	ADJ	1	correct	TRUE	
romerike	romerike	PROPN	1	correct	TRUE	
spursmaal	spursmaal	PROPN	1	lemmupos	FALSE	
skræmte	skræme	ADJ	1	upos	FALSE	
spyrja	spyrje	VERB	1	correct	TRUE	
skitskræmt	skitskræmme	VERB	1	correct	TRUE	
faafengt	faafengd	ADJ	1	correct	TRUE	
naadde	naave	VERB	2	lemma	FALSE	
kjøkentjuven	kjøkentjuven	PROPN	1	lemmupos	FALSE	
vågen	vågen	PROPN	1	correct	TRUE	
daa	da	NOUN	1	upos	FALSE	
uppyver	uppyve	NOUN	1	lemmupos	FALSE	
kjøken	kjøk	NOUN	1	correct	TRUE	
kvass	kvass	NOUN	1	upos	FALSE	
stasen	stasen	PROPN	1	lemmupos	FALSE	
smaagods	smaagods	NOUN	1	correct	TRUE	
raudlett	raudlett	ADJ	1	correct	TRUE	
emneleg	emneleg	ADJ	1	correct	TRUE	
nasen	nasen	PROPN	1	lemmupos	FALSE	
vollen	voll	NOUN	1	correct	TRUE	
kviskra	kviskre	NOUN	1	correct	TRUE	
høyrt	høyre	ADJ	1	correct	TRUE	
si	sin	X	1	correct	TRUE	
aalvorsame	aalvorsame	NOUN	1	lemmupos	FALSE	
rolig	rolig	ADJ	1	correct	TRUE	
borti	borti	NOUN	1	upos	FALSE	
avgarde	avgare	VERB	1	lemmupos	FALSE	
hùg	hùg	PROPN	1	lemmupos	FALSE	
sistpaa	sistpa	NOUN	1	lemmupos	FALSE	
kantore	kantore	PROPN	2	lemmupos	FALSE	
vilde	vilje	ADJ	2	correct	TRUE	
formeredes	formerede	NOUN	1	lemmupos	FALSE	
endaa	endae	VERB	2	lemmupos	FALSE	
gamall	gamall	NOUN	1	lemmupos	FALSE	
høyrdest	høyrnast	VERB	1	lemma	FALSE	
stygg	stygg	NOUN	1	upos	FALSE	
innum	innum	ADP	1	correct	TRUE	
nedgravin	nedgravin	DET	1	lemmupos	FALSE	
illt	illl	ADJ	1	correct	TRUE	
dem	dem	PROPN	1	correct	TRUE	
busk	busk	NOUN	1	correct	TRUE	
truhjarta	truhjarte	ADJ	1	lemmupos	FALSE	
likbleik	likbleik	ADJ	1	correct	TRUE	
son	son	PROPN	2	upos	FALSE	
aarsaking	aarsaking	NOUN	1	correct	TRUE	
uppi	uppi	ADP	2	correct	TRUE	
nedforkommen	nedforkom	ADV	1	correct	TRUE	
likare	lik	ADJ	1	correct	TRUE	
eitpar	eitar	NOUN	1	lemmupos	FALSE	
gaa	gae	VERB	3	lemma	FALSE	
ferdug	ferdug	ADJ	1	correct	TRUE	
vilje	vilje	VERB	1	upos	FALSE	
ska	ske	ADJ	1	lemmupos	FALSE	
himilen	himil	NOUN	1	correct	TRUE	
kund	kund	NOUN	2	lemmupos	FALSE	
rundt	rundt	ADJ	1	correct	TRUE	
skarvbekk	skarvbekk	NOUN	1	correct	TRUE	
dæg	dæg	ADJ	1	lemmupos	FALSE	
vissa	viss	VERB	1	lemmupos	FALSE	
gjenta	gjente	NOUN	1	correct	TRUE	
sitja	sitje	VERB	1	features	FALSE	
maal	maal	PROPN	1	lemmupos	FALSE	
ere	ere	AUX	1	lemma	FALSE	
spikartønna	spikartønn	NOUN	1	lemma	FALSE	
meiar	meiar	NOUN	1	lemma	FALSE	
klara	klare	VERB	2	correct	TRUE	
laag	laag	NOUN	1	lemmupos	FALSE	
præteritum	præteritum	PROPN	1	lemmupos	FALSE	
pengevegen	pengeveg	NOUN	1	correct	TRUE	
forviten	forvite	ADJ	1	correct	TRUE	
litle	litl	ADJ	1	correct	TRUE	
kandidat	kandidat	PROPN	1	upos	FALSE	
fyrr	fyrr	NOUN	2	upos	FALSE	
odelsbøndane	odelsbønde	NOUN	1	lemma	FALSE	
kui	kui	PROPN	1	lemmupos	FALSE	
blide	blid	ADJ	1	correct	TRUE	
hellest	hellest	NOUN	1	upos	FALSE	
liggan	liggan	NOUN	1	lemmupos	FALSE	
lengi	lengi	ADJ	1	correct	TRUE	
dølen	dølen	PROPN	3	correct	TRUE	
hjelp	hjelp	PROPN	2	upos	FALSE	
vis	vis	PROPN	2	upos	FALSE	
skinnfell-reiar	skinnfell-reiar	NOUN	1	correct	TRUE	
skarven	skarve	ADJ	1	lemmupos	FALSE	
yvi	yvi	PRON	2	upos	FALSE	
ropa	rope	VERB	1	correct	TRUE	
nokre	nokon	PRON	2	correct	TRUE	
reel	reel	VERB	1	upos	FALSE	
