form	lemma	upos	freq.samp	errtype	is_correct	rand_int	groupID	BAMTINOF
oudolím	oudolí	NOUN	1	correct	TRUE	282	correct-1	
králová	králový	ADJ	1	features	FALSE			
propasti	propasť	NOUN	1	correct	TRUE	167	correct-1	
tiché	tichý	ADJ	1	correct	TRUE	144	correct-1	
polozakrytý	polozakrytý	ADJ	1	features	FALSE			
přihnul	přihnout	VERB	1	correct	TRUE	39	correct-1	
oklikami	oklika	NOUN	1	correct	TRUE	189	correct-1	
verunka	verunka	NOUN	1	upos	FALSE			
kralovický	kralovický	PROPN	1	correct	TRUE	100	correct-1	
ataja	ataja	PROPN	1	correct	TRUE	231	correct-1	
prospěšného	prospěšný	ADJ	1	correct	TRUE	182	correct-1	
dětinského	dětinský	ADJ	1	correct	TRUE	257	correct-1	
zeměpisnou	zeměpisný	ADJ	1	correct	TRUE	262	correct-1	
zlášť	zlášť	ADV	1	correct	TRUE	235	correct-1	
zaprodán	zaprodaný	ADJ	1	correct	TRUE	225	correct-1	
žádati	žádat	VERB	1	features	FALSE			
dorota	dorota	NOUN	1	tokenization	FALSE			
milá	milý	NOUN	1	upos	FALSE			
uvězni	uvězný	ADJ	1	lemmupos	FALSE			
misám	misa	NOUN	1	correct	TRUE	183	correct-1	
bystrozrakosti	bystrozrakost	NOUN	1	correct	TRUE	2	correct-1	
zasazena	zasazený	ADJ	1	upos	FALSE			
dorota	dorota	NOUN	1	upos	FALSE			
zavěšena	zavěšený	ADJ	1	correct	TRUE	237	correct-1	
báti	bát	VERB	1	correct	TRUE	250	correct-1	
slečinko	slečinko	ADV	1	upos	FALSE			
zakoušeti	zakoušeť	NOUN	1	lemmupos	FALSE			
pánbůh	pánbůh	PROPN	1	correct	TRUE	17	correct-1	
pohnula	pohnout	VERB	1	correct	TRUE	88	correct-1	
budoucnosť	budoucnosť	NOUN	1	correct	TRUE	40	correct-1	
zdravím	zdraví	VERB	1	lemmupos	FALSE			
šťastna	šťastný	ADJ	1	features	FALSE			
užďanovi	užďan	PROPN	1	features	FALSE			
ničemná	ničemný	ADJ	1	correct	TRUE	181	correct-1	
domažličtí	domažlický	ADJ	1	upos	FALSE			
upíraje	upírát	VERB	1	lemma	FALSE			
alexandru	alexandr	PROPN	1	lemma	FALSE			
vyplniti	vyplnit	VERB	1	correct	TRUE	93	correct-1	
pobožně	pobožně	ADV	1	correct	TRUE	129	correct-1	
prosba	prosba	NOUN	1	correct	TRUE	151	correct-1	
vyváznete	vyvázt	VERB	1	lemma	FALSE			
čepce	čepce	NOUN	1	lemma	FALSE			
skála	skála	NOUN	1	features	FALSE			
ruměncem	ruměnec	NOUN	1	correct	TRUE	90	correct-1	
miláčka	miláček	NOUN	1	features	FALSE			
jali	jmout	VERB	1	correct	TRUE	173	correct-1	
hrklo	hrknout	VERB	1	correct	TRUE	16	correct-1	
se	s	PRON	2	correct	TRUE	8	correct-2	
voláno	volaný	ADV	1	lemmupos	FALSE			
nezapomeň	nezapomeň	NOUN	1	lemmupos	FALSE			
řeřavém	řeřavý	ADJ	1	correct	TRUE	109	correct-1	
fanfára	fanfára	NOUN	1	correct	TRUE	255	correct-1	
hořem	hoře	NOUN	1	features	FALSE			
manšet	manšet	NOUN	1	correct	TRUE	83	correct-1	
neseznal	seznat	VERB	1	correct	TRUE	233	correct-1	
zahrabte	zahrabit	VERB	1	lemma	FALSE			
čtrnácte	čtrnácte	VERB	1	upos	FALSE			
sličná	sličný	ADJ	1	correct	TRUE	127	correct-1	
bys	být	NOUN	1	lemmupos	FALSE			
zachvíval	zachvívat	VERB	1	correct	TRUE	77	correct-1	
nemilou	nemila	PROPN	1	lemmupos	FALSE			
odpusť	odpustit	SCONJ	1	upos	FALSE			
všecko	všecek	PROPN	1	lemmupos	FALSE			
kofroni	kofroni	PROPN	1	features	FALSE			
zrazoval	zrazovat	VERB	1	correct	TRUE	89	correct-1	
šašek	šašek	PROPN	1	lemma	FALSE			
ratmírovi	ratmír	PROPN	1	correct	TRUE	248	correct-1	
zaříkala	zaříkat	VERB	1	correct	TRUE	92	correct-1	
veselou	veselý	ADJ	1	correct	TRUE	21	correct-1	
pravdu	1	NOUN	1	correct	TRUE	65	correct-1	
vratka	vratka	NOUN	1	upos	FALSE			
muku	muka	NOUN	1	correct	TRUE	23	correct-1	
ušli	ujít	VERB	1	correct	TRUE	56	correct-1	
vrabce	vrabec	NOUN	1	correct	TRUE	184	correct-1	
dojalo	donout	VERB	1	lemma	FALSE			
vděčného	vděčný	ADJ	1	features	FALSE			
tu	tady	DET	1	lemmupos	FALSE			
nevytáhne	vytáhnout	VERB	1	correct	TRUE	42	correct-1	
emilie	emilie	PROPN	1	features	FALSE			
chovati	chovat	VERB	1	features	FALSE			
měšťané	měšťan	NOUN	1	correct	TRUE	278	correct-1	
trojice	trojice	PROPN	1	lemma	FALSE			
otcově	otcově	ADV	1	lemmupos	FALSE			
nutkaly	nutkat	VERB	1	correct	TRUE	111	correct-1	
udatný	udatný	ADJ	1	features	FALSE			
nešlechetným	šlechetný	ADJ	1	correct	TRUE	26	correct-1	
zpomeň	zpomeň	NOUN	1	lemmupos	FALSE			
živůtek	živůtka	NOUN	1	lemma	FALSE			
odolati	odolat	VERB	1	correct	TRUE	254	correct-1	
lidunka	lidunka	NOUN	1	lemmupos	FALSE			
slzavým	slzavý	ADJ	1	correct	TRUE	84	correct-1	
kavalír	kavalír	NOUN	1	features	FALSE			
nejživějším	živý	ADJ	1	correct	TRUE	242	correct-1	
mnohý	mnohý	ADJ	1	features	FALSE			
lanýži“	lanýži“	PROPN	1	tokenization	FALSE			
dodalo	dodat	VERB	1	correct	TRUE	6	correct-1	
znajíce	znat	VERB	1	lemma	FALSE			
šumělo	šumět	VERB	1	correct	TRUE	206	correct-1	
pohledl	pohledl	VERB	1	upos	FALSE			
katin	katin	PROPN	1	upos	FALSE			
radislavovi	radislav	PROPN	1	features	FALSE			
panáčkové	panáčk	ADJ	1	lemmupos	FALSE			
sestárla	sestárel	NOUN	1	lemmupos	FALSE			
ustaňte	ustat	PROPN	1	lemma	FALSE			
rozmlouvali	rozmlouvat	VERB	1	correct	TRUE	230	correct-1	
papa	papa	NOUN	1	features	FALSE			
radislav	radislav	PROPN	1	correct	TRUE	191	correct-1	
přijmětež	přijmětež	NOUN	1	upos	FALSE			
věru	věr	ADV	1	lemma	FALSE			
titam	titam	ADV	1	lemmupos	FALSE			
olomúcký	olomúcký	PROPN	1	correct	TRUE	198	correct-1	
rytířskou	rytířský	ADJ	1	correct	TRUE	208	correct-1	
chřadnul	chřadnout	VERB	1	correct	TRUE	186	correct-1	
najati	najat	VERB	1	correct	TRUE	218	correct-1	
ratmír	ratmír	PROPN	1	features	FALSE			
brzy	brzy	NOUN	1	tokenization	FALSE			
všady	všad	NOUN	1	lemmupos	FALSE			
tobolku	tobolek	NOUN	1	lemma	FALSE			
vykrajujíc	vykrajujíc	PART	1	lemmupos	FALSE			
pročež	pročež	NOUN	1	lemmupos	FALSE			
naň	nánit	NOUN	1	lemmupos	FALSE			
zrzavý	zrzavý	ADJ	1	correct	TRUE	264	correct-1	
jaroslavova	jaroslavov	PROPN	1	lemmupos	FALSE			
slečinko	slečinko	NOUN	1	features	FALSE			
ubíral	ubírat	VERB	1	correct	TRUE	177	correct-1	
obdržev	obdržev	NOUN	1	upos	FALSE			
rmoutila	rmoutit	VERB	1	features	FALSE			
pakli	paknout	VERB	1	lemmupos	FALSE			
utekše	utekš	PROPN	1	lemmupos	FALSE			
zdlouha	zdlouha	NOUN	1	lemmupos	FALSE			
nevyhnout	vyhnout	VERB	1	correct	TRUE	258	correct-1	
brániti	bránit	VERB	1	features	FALSE			
prostranném	prostranný	ADJ	1	correct	TRUE	224	correct-1	
lotry	lotr	NOUN	1	features	FALSE			
žes	že	NOUN	1	tokenization	FALSE			
kristinka	kristinka	PROPN	1	features	FALSE			
vyjíti	vyjít	VERB	1	correct	TRUE	243	correct-1	
houf	houf	NOUN	1	features	FALSE			
všecky	všecky	ADV	1	upos	FALSE			
neberně	berně	ADV	1	correct	TRUE	124	correct-1	
mikulášův	mikulášův	PROPN	1	upos	FALSE			
uvrhli	uvrhnout	VERB	1	correct	TRUE	180	correct-1	
jozífka	jozífek	PROPN	1	features	FALSE			
zařídilo	zařídit	VERB	1	correct	TRUE	107	correct-1	
odstěhoval	odstěhovat	VERB	1	correct	TRUE	247	correct-1	
jitro	jitro	NOUN	1	features	FALSE			
vítkovič	vítkovič	PROPN	1	features	FALSE			
mistrových	mistrový	ADJ	1	lemma	FALSE			
oplakanýma	oplakaný	ADJ	1	correct	TRUE	112	correct-1	
utiš	utiš	INTJ	1	lemmupos	FALSE			
počíť	počíť	PART	1	upos	FALSE			
zastati	zastať	NOUN	1	lemmupos	FALSE			
děláš	dělat	VERB	1	correct	TRUE	141	correct-1	
pohnutí	pohnutí	NOUN	1	features	FALSE			
prohřát	prohřát	VERB	1	features	FALSE			
zaražena	zaražený	ADJ	1	correct	TRUE	96	correct-1	
nerozumného	rozumný	ADJ	1	correct	TRUE	168	correct-1	
jozífek	jozífek	PROPN	1	features	FALSE			
setníka	setník	NOUN	1	correct	TRUE	162	correct-1	
střemšinského	střemšinský	ADJ	1	lemma	FALSE			
učenlivého	učenlivý	ADJ	1	features	FALSE			
lanýže	lanýže	NOUN	1	features	FALSE			
utloukla	utlouknout	VERB	1	lemma	FALSE			
nekazila	kazit	VERB	1	correct	TRUE	212	correct-1	
důlků	důlek	NOUN	1	correct	TRUE	41	correct-1	
poskytnul	poskytnout	VERB	1	correct	TRUE	263	correct-1	
mžiknutí	mžiknutí	NOUN	1	correct	TRUE	103	correct-1	
tátu	táta	NOUN	1	features	FALSE			
jednati	jednat	ADJ	1	upos	FALSE			
dosmrtí	dosmrt	NOUN	1	correct	TRUE	251	correct-1	
využitkovati	využitkovat	VERB	1	correct	TRUE	244	correct-1	
zlepšeny	zlepšený	ADJ	1	correct	TRUE	204	correct-1	
dorotko	dorotko	PROPN	1	features	FALSE			
katruše	katruš	PROPN	1	lemma	FALSE			
sáhnuv	sáhnout	NOUN	1	upos	FALSE			
tulákův	tulákův	ADJ	1	features	FALSE			
dospělejší	dospělý	ADJ	1	features	FALSE			
štěkotem	štěkot	NOUN	1	correct	TRUE	277	correct-1	
hmoždířů	hmoždíř	NOUN	1	correct	TRUE	136	correct-1	
popuzování	popuzování	NOUN	1	features	FALSE			
umínila	umínit	VERB	1	correct	TRUE	246	correct-1	
sloužím	sloužit	NOUN	1	lemma	FALSE			
obyčeje	obyčej	NOUN	1	features	FALSE			
pytláci	pytlák	NOUN	1	correct	TRUE	53	correct-1	
neuštká	uštkat	VERB	1	correct	TRUE	138	correct-1	
rostli	rostnout	VERB	1	lemma	FALSE			
líbám	líbat	NOUN	2	upos	FALSE			
dědicův	dědic	ADJ	1	features	FALSE			
přistoupiv	přistoupiv	ADV	1	upos	FALSE			
cvičíte	cvičit	VERB	1	correct	TRUE	174	correct-1	
tehdáž	tehdaze	SCONJ	1	lemmupos	FALSE			
počaly	počat	VERB	1	features	FALSE			
hrdlem	hrdlo	NOUN	1	correct	TRUE	270	correct-1	
hostí	hostit	NOUN	1	lemma	FALSE			
surovce	surovka	NOUN	1	lemma	FALSE			
hromová	hromový	ADJ	1	correct	TRUE	195	correct-1	
nehodnýť	nehodnýť	PART	1	upos	FALSE			
kateřině	kateřina	PROPN	1	features	FALSE			
blažených	blažený	ADJ	1	correct	TRUE	259	correct-1	
ratibor	ratibor	NOUN	1	tokenization	FALSE			
zapýřila	zapýřit	VERB	1	correct	TRUE	148	correct-1	
udržeti	udržet	NOUN	1	features	FALSE			
pohlédla	pohlédnout	NOUN	1	upos	FALSE			
tázal	tázat	VERB	1	correct	TRUE	288	correct-1	
spatřiv	spatřiv	ADV	1	lemmupos	FALSE			
nelibo	nelibo	CCONJ	1	upos	FALSE			
bylť	bylť	PART	1	lemmupos	FALSE			
podivením	podivení	NOUN	1	correct	TRUE	179	correct-1	
horms	horm	PROPN	1	correct	TRUE	102	correct-1	
náramná	náramný	ADJ	1	correct	TRUE	285	correct-1	
mluvíš	mluvit	VERB	1	correct	TRUE	99	correct-1	
neodložil	odložit	VERB	1	correct	TRUE	63	correct-1	
poroučel	poroučet	VERB	1	correct	TRUE	175	correct-1	
unešený	unešený	ADJ	1	correct	TRUE	14	correct-1	
ebrklaua	ebrklau	PROPN	1	correct	TRUE	163	correct-1	
postupujíce	postupujíka	VERB	1	lemma	FALSE			
všeckno	všeckno	NOUN	1	lemmupos	FALSE			
učaruju	učarovat	VERB	1	features	FALSE			
hranatého	hranatý	ADJ	1	correct	TRUE	155	correct-1	
pobytí	pobyt	NOUN	1	correct	TRUE	268	correct-1	
ou	ý	ADJ	1	lemmupos	FALSE			
nazvala	nazvat	AUX	1	upos	FALSE			
mathilda	mathild	PROPN	1	lemma	FALSE			
nápěvem	nápěv	NOUN	1	correct	TRUE	293	correct-1	
trhla	trhnout	VERB	1	correct	TRUE	66	correct-1	
bídy	bídy	NOUN	1	correct	TRUE	170	correct-1	
pekelné	pekelný	ADJ	1	correct	TRUE	217	correct-1	
poranili	poranit	VERB	1	correct	TRUE	287	correct-1	
kdež	kdež	NOUN	1	lemmupos	FALSE			
platno	platno	NOUN	1	lemmupos	FALSE			
vystupovaly	vystupovat	VERB	1	correct	TRUE	10	correct-1	
plebán	plebán	NOUN	1	features	FALSE			
nedovedla	dovést	VERB	1	correct	TRUE	159	correct-1	
pláču	pláč	NOUN	1	lemmupos	FALSE			
braniboři	branibor	NOUN	1	upos	FALSE			
hladov	hlad	NOUN	1	lemmupos	FALSE			
utkvěl	utkvět	VERB	1	features	FALSE			
mrzel	mrzet	VERB	1	correct	TRUE	123	correct-1	
přemohl	přemoci	VERB	2	correct	TRUE	1	correct-2	
zvelebiti	zvelebit	VERB	1	correct	TRUE	4	correct-1	
mela	mela	VERB	1	upos	FALSE			
volati	volat	VERB	1	features	FALSE			
výminku	výminka	NOUN	1	correct	TRUE	25	correct-1	
fani	fani	NOUN	1	upos	FALSE			
lovčímu	lovčí	PROPN	1	upos	FALSE			
usmyslila	usmyslit	VERB	1	correct	TRUE	290	correct-1	
zahnízdil	zahnízdit	VERB	1	correct	TRUE	273	correct-1	
radostí	radostí	NOUN	1	correct	TRUE	28	correct-1	
pravím	pravit	VERB	1	correct	TRUE	94	correct-1	
arci	arce	NOUN	1	lemmupos	FALSE			
rameno	ramený	ADJ	1	lemmupos	FALSE			
odpory	odpor	NOUN	1	features	FALSE			
soběslavova	soběslavov	ADJ	1	lemma	FALSE			
nešlechetní	šlechetný	ADJ	1	features	FALSE			
všemožným	všemožný	ADJ	1	correct	TRUE	43	correct-1	
milostpane	milostpat	NOUN	1	lemma	FALSE			
obrácen	obrácený	NOUN	1	upos	FALSE			
matinko	matinko	NOUN	1	lemmupos	FALSE			
prodírala	prodírat	VERB	1	features	FALSE			
švadlena	švadlený	ADJ	1	lemmupos	FALSE			
motanicích	motanice	NOUN	1	features	FALSE			
hledící	hledící	ADJ	1	features	FALSE			
zapřísahal	zapřísahat	VERB	1	features	FALSE			
tlumeny	tlumený	NOUN	1	lemmupos	FALSE			
vyložila	vyložit	VERB	1	correct	TRUE	116	correct-1	
přestáli	přestánout	VERB	1	correct	TRUE	234	correct-1	
předu	před	NOUN	1	correct	TRUE	279	correct-1	
pobertovi	pobert	NOUN	1	lemmupos	FALSE			
vybrati	vybrat	VERB	1	correct	TRUE	5	correct-1	
pozorujíc	pozorujíc	NOUN	1	lemma	FALSE			
opravdivost	opravdivost	NOUN	1	correct	TRUE	135	correct-1	
dej	dej	NOUN	1	lemmupos	FALSE			
hoch	hocha	NOUN	1	features	FALSE			
ondy	ond	NOUN	1	lemmupos	FALSE			
neustane	ustat	VERB	1	correct	TRUE	101	correct-1	
pravili	pravit	VERB	1	correct	TRUE	220	correct-1	
hořel	hořet	VERB	1	correct	TRUE	91	correct-1	
žes	že	NOUN	1	tokenization	FALSE			
vladislavova	vladislavov	PROPN	1	lemmupos	FALSE			
chodě	chod	NOUN	1	lemmupos	FALSE			
víře	víř	NOUN	1	features	FALSE			
pojďte	pojt	VERB	1	lemma	FALSE			
eliškou	eliška	PROPN	1	features	FALSE			
rozmarným	rozmarný	ADJ	1	correct	TRUE	134	correct-1	
poddati	poddat	VERB	1	correct	TRUE	33	correct-1	
hřídele	hřídel	NOUN	1	correct	TRUE	210	correct-1	
šikmé	šikmý	ADJ	1	features	FALSE			
považujíce	považujíka	VERB	1	lemma	FALSE			
chvějícím	chvějící	ADJ	1	features	FALSE			
zapomenouti	zapomenout	VERB	1	features	FALSE			
vece	vec	NOUN	1	lemmupos	FALSE			
tuříně	tuřín	PROPN	1	correct	TRUE	20	correct-1	
solnice	solnice	PROPN	1	correct	TRUE	209	correct-1	
lože	lože	NOUN	1	features	FALSE			
naninka	naninka	NOUN	1	upos	FALSE			
matičku	matička	NOUN	1	correct	TRUE	29	correct-1	
milého	milý	ADJ	1	correct	TRUE	203	correct-1	
jely	jel	VERB	1	correct	TRUE	193	correct-1	
prácí	práce	ADJ	1	upos	FALSE			
počkati	počkat	VERB	1	correct	TRUE	106	correct-1	
klobouků	klobouk	NOUN	1	correct	TRUE	271	correct-1	
mutinovci	mutinovec	NOUN	1	correct	TRUE	274	correct-1	
vnoučat	vnoučat	NOUN	1	lemma	FALSE			
hájila	hájit	VERB	1	correct	TRUE	171	correct-1	
nejpodivnejších	podivný	PROPN	1	upos	FALSE			
teprv	teprv	ADV	1	correct	TRUE	114	correct-1	
pohnútek	pohnútek	NOUN	1	correct	TRUE	74	correct-1	
dobyde	dobýt	VERB	1	correct	TRUE	176	correct-1	
obřad	obřad	NOUN	1	features	FALSE			
zavolala	zavolat	VERB	1	correct	TRUE	219	correct-1	
dýchal	dýchat	NOUN	1	lemmupos	FALSE			
děkovati	děkovat	VERB	1	correct	TRUE	122	correct-1	
bamberský	bamberský	ADJ	1	correct	TRUE	197	correct-1	
ratmír	ratmír	PROPN	1	features	FALSE			
zablesklo	zablesknout	VERB	1	correct	TRUE	30	correct-1	
vor	vor	NOUN	1	features	FALSE			
tebe	ty	NOUN	1	lemmupos	FALSE			
sezváno	sezvaný	ADJ	1	features	FALSE			
pronikavém	pronikavý	ADJ	1	correct	TRUE	48	correct-1	
tušiti	tušit	ADJ	1	upos	FALSE			
zuzanka	zuzanka	NOUN	1	upos	FALSE			
dopřával	dopřávat	VERB	1	correct	TRUE	153	correct-1	
nemluvně	nemluvně	ADV	1	upos	FALSE			
chvílku	chvílka	NOUN	1	correct	TRUE	147	correct-1	
ukrutenství	ukrutenství	NOUN	1	correct	TRUE	76	correct-1	
zbystří	zbystřit	VERB	1	correct	TRUE	261	correct-1	
hodnému	hodný	ADJ	1	correct	TRUE	142	correct-1	
porozuměvši	porozuměvš	NOUN	1	lemmupos	FALSE			
živě	živa	NOUN	2	tokenization	FALSE			
lov	lov	NOUN	1	correct	TRUE	137	correct-1	
pokroků	pokrok	NOUN	1	correct	TRUE	232	correct-1	
týkati	týkat	VERB	1	features	FALSE			
lahodný	lahodný	ADJ	1	features	FALSE			
slyšeti	slyšeť	NOUN	1	lemmupos	FALSE			
škůdolibý	škůdolibý	ADJ	1	features	FALSE			
mlčela	mlčet	VERB	1	correct	TRUE	280	correct-1	
zůstati	zůstat	VERB	2	correct	TRUE	5	correct-2	
rukávem	rukáv	ADV	1	upos	FALSE			
svolejte	svolejte	VERB	1	correct	TRUE	165	correct-1	
svatava	svatava	NOUN	1	upos	FALSE			
poklekli	pokleknout	VERB	1	correct	TRUE	202	correct-1	
vetché	vetchý	ADJ	1	correct	TRUE	265	correct-1	
nelapíme	nelapit	VERB	1	lemma	FALSE			
jmeno	jmený	ADJ	1	upos	FALSE			
všecky	všecky	ADV	2	lemmupos	FALSE			
sahaje	sahat	VERB	1	features	FALSE			
zevnějším	zevní	ADJ	1	features	FALSE			
zaplakal	zaplakat	VERB	1	correct	TRUE	121	correct-1	
neustupnými	ustupný	ADJ	1	upos	FALSE			
venku	venku	NOUN	1	lemmupos	FALSE			
kateřina	kateřina	NOUN	1	lemmupos	FALSE			
zasnoubenci	zasnoubence	NOUN	1	lemma	FALSE			
půjčiti	půjčit	VERB	1	correct	TRUE	238	correct-1	
kofroně	kofroň	PROPN	1	correct	TRUE	126	correct-1	
abys	_	_	3	correct	TRUE	2	correct-3	
počítati	počítat	NOUN	1	upos	FALSE			
planou	planý	ADJ	1	correct	TRUE	119	correct-1	
tu	tady	DET	1	upos	FALSE			
otřásaly	otřásat	VERB	1	correct	TRUE	24	correct-1	
pokročileji	pokročilej	ADV	1	correct	TRUE	47	correct-1	
vratku	vratka	PROPN	1	features	FALSE			
spoutej	spoutej	NOUN	1	lemmupos	FALSE			
boží	boží	NOUN	1	upos	FALSE			
vládnouti	vládnout	NOUN	1	upos	FALSE			
tenť	tenť	SCONJ	1	lemmupos	FALSE			
okamžení	okamžení	NOUN	2	correct	TRUE	2	correct-2	
vstavše	vstavš	DET	1	lemmupos	FALSE			
kníže	kníž	NOUN	1	lemma	FALSE			
všickni	všicknout	NOUN	1	lemmupos	FALSE			
schladla	schladlo	NOUN	1	lemmupos	FALSE			
fortunat	fortunatý	PROPN	1	lemma	FALSE			
dotíravost	dotíravost	NOUN	1	correct	TRUE	139	correct-1	
přičiniti	přičinit	VERB	1	correct	TRUE	8	correct-1	
ponížena	ponížený	ADJ	1	correct	TRUE	152	correct-1	
myšlének	myšlénka	NOUN	2	correct	TRUE	7	correct-2	
plul	plout	NOUN	1	upos	FALSE			
ušpiněných	ušpiněný	ADJ	1	correct	TRUE	150	correct-1	
prováděno	prováděný	ADJ	1	correct	TRUE	172	correct-1	
toutéž	toutéž	ADV	1	correct	TRUE	260	correct-1	
pomaten	pomatený	ADJ	1	correct	TRUE	118	correct-1	
svěřiti	svěřit	NOUN	1	upos	FALSE			
přemítal	přemítat	VERB	1	correct	TRUE	169	correct-1	
ráda	rád	NOUN	1	upos	FALSE			
temeně	temena	NOUN	1	lemma	FALSE			
zpamatoval	zpamatovat	VERB	1	correct	TRUE	11	correct-1	
vzdorovati	vzdorovat	VERB	1	correct	TRUE	205	correct-1	
nemilostivé	milostivý	ADJ	1	correct	TRUE	178	correct-1	
pantatínkové	pantatínk	ADJ	1	lemmupos	FALSE			
horažďovických	horažďovický	ADJ	1	correct	TRUE	283	correct-1	
ohyzdnému	ohyzdný	ADJ	1	correct	TRUE	85	correct-1	
všady	všad	NOUN	1	lemmupos	FALSE			
mluviti	mluvit	NOUN	1	upos	FALSE			
jmenovati	jmenovat	ADJ	1	upos	FALSE			
knížecím	knížecí	NOUN	1	upos	FALSE			
otu	oto	NOUN	1	upos	FALSE			
čechové	čechový	PROPN	1	lemma	FALSE			
dostati	dostat	VERB	1	correct	TRUE	200	correct-1	
nespustila	spustit	VERB	1	correct	TRUE	27	correct-1	
přišel	přišet	VERB	1	correct	TRUE	7	correct-1	
dej	dej	VERB	1	correct	TRUE	9	correct-1	
vyhledejte	vyhledat	VERB	1	features	FALSE			
potrval	potrvat	NOUN	1	upos	FALSE			
podivnosti	podivnost	NOUN	1	features	FALSE			
měšťana	měšťan	NOUN	1	correct	TRUE	125	correct-1	
vznešený	vznešený	ADJ	1	features	FALSE			
okno	okný	ADJ	1	lemmupos	FALSE			
učedník	učedník	NOUN	3	correct	TRUE	1	correct-3	
rychtář	rychtář	NOUN	1	features	FALSE			
povedete	vet	VERB	1	lemma	FALSE			
gabriele	gabriele	PROPN	1	features	FALSE			
pobočního	poboční	ADJ	1	correct	TRUE	68	correct-1	
dívčino	dívčin	ADJ	1	features	FALSE			
dotíravý	dotíravý	ADJ	1	features	FALSE			
návsí	návse	NOUN	1	lemma	FALSE			
kterouž	kterouž	ADV	1	lemmupos	FALSE			
nebezpečenství	nebezpečenství	NOUN	1	correct	TRUE	190	correct-1	
přibyslava	přibyslav	NOUN	1	lemma	FALSE			
hrouda“	hrouda“	PROPN	1	tokenization	FALSE			
zlosyna	zlosyn	NOUN	1	correct	TRUE	70	correct-1	
oko	oko	ADV	1	lemmupos	FALSE			
jezdily	jezdit	VERB	1	correct	TRUE	214	correct-1	
