form	lemma	upos	freq.samp	errtype	is_correct	randomID
bleich	bleich	ADJ	1	correct	TRUE	64
verzehrt	verzehrt	VERB	1	lemma	FALSE	39
zweifeln	zweifeln	NOUN	1	upos	FALSE	92
»ich	»ich	ADV	2	tokenization	FALSE	101
clementinen	clementine	NOUN	1	upos	FALSE	77
farben	farbe	VERB	1	upos	FALSE	77
gründlich	gründlich	ADJ	1	correct	TRUE	63
rosigen	rosig	ADJ	1	correct	TRUE	13
plaudert	plaudern	ADJ	1	upos	FALSE	100
zuckt	zuckt	VERB	1	features	FALSE	70
stickig	stickig	ADJ	1	correct	TRUE	29
gerechte	gerecht	ADJ	1	correct	TRUE	67
war	war	VERB	1	lemma	FALSE	53
sprich	sprich	NOUN	1	lemmupos	FALSE	61
sperlingsgasse	sperlingsgasse	NOUN	1	upos	FALSE	88
verdarben	verdarben	VERB	1	lemma	FALSE	85
beisammen	beisammen	VERB	1	upos	FALSE	57
wir's	wir's	PROPN	2	tokenization	FALSE	101
glücklicherweise	glücklicherweise	ADV	1	correct	TRUE	17
winterliches	winterlich	ADJ	1	correct	TRUE	72
viersitzige	viersitzige	ADJ	1	lemma	FALSE	51
nu	nu	NOUN	1	correct	TRUE	12
gebückten	gebückt	ADJ	1	features	FALSE	46
schwül	schwül	ADJ	1	correct	TRUE	84
dir	dir	PRON	2	correct	TRUE	101
ward	ward	PROPN	2	lemmupos	FALSE	101
dunkeln	dunkel	NOUN	1	upos	FALSE	100
lügen	lüge	NOUN	1	features	FALSE	45
»leben	»leben	VERB	1	tokenization	FALSE	65
orientalischer	orientalisch	ADJ	1	features	FALSE	68
göttlichkeit	göttlichkeit	NOUN	1	correct	TRUE	83
gesandten	verwandte|gesandter	NOUN	1	lemma	FALSE	76
sack	sack	NOUN	1	correct	TRUE	78
den	der	VERB	1	correct	TRUE	70
buße	muß|buße	NOUN	1	lemma	FALSE	60
willst	willen	AUX	1	lemma	FALSE	89
schwerem	schwer	ADJ	1	correct	TRUE	69
widmest	widmest	PROPN	1	upos	FALSE	68
simulierst	simulierst	ADV	1	lemmupos	FALSE	55
mama	mama	PROPN	1	correct	TRUE	16
parkett	parkett	PROPN	1	upos	FALSE	89
»das	»der	PRON	1	tokenization	FALSE	86
empfing	empfangen	VERB	1	features	FALSE	95
gepackt	packen	VERB	1	correct	TRUE	75
lehrhaft	lehrhafen	ADJ	1	lemma	FALSE	84
farbeneffekte	farbeneffekt	NOUN	1	correct	TRUE	86
gehst	gehen	ADV	1	upos	FALSE	66
soviel	sovallen	PRON	1	lemmupos	FALSE	74
lydia	lydia	PROPN	2	correct	TRUE	101
ernster	ernst	PROPN	1	upos	FALSE	57
dünkt	dünkt	VERB	1	correct	TRUE	73
zurückgehalten	zurückgehalten	VERB	1	correct	TRUE	40
schwur	schwur	NOUN	1	lemmupos	FALSE	68
wohnzimmer	wohnzimmer	NOUN	1	correct	TRUE	94
»ganz	»ganz	ADV	1	tokenization	FALSE	49
herrmanns	herrmann	NOUN	1	upos	FALSE	61
wälzt	wälzen	VERB	1	correct	TRUE	71
»habe	»haben	AUX	1	tokenization	FALSE	49
bins	bins	PROPN	1	lemmupos	FALSE	46
jammergeschrei	jammergeschrei	NOUN	1	features	FALSE	75
kinderball	kinderball	NOUN	1	features	FALSE	51
»das	»das	PRON	1	tokenization	FALSE	91
»sind	»sind	NOUN	2	tokenization	FALSE	101
schritt	schreten	VERB	1	lemma	FALSE	74
erwiderte	erwideren	VERB	1	tokenization	FALSE	55
wogegen	wogegen	VERB	1	upos	FALSE	72
geraumer	geraum	PROPN	1	upos	FALSE	53
aufrichten	aufrichen	VERB	1	lemma	FALSE	82
muaß	muaß	VERB	1	lemma	FALSE	93
losreißend	losreißend	ADJ	1	correct	TRUE	45
»ja	»ja	PART	2	tokenization	FALSE	101
obenauf	obenauf	ADV	1	correct	TRUE	27
vereinzelter	vereinzelter	ADJ	1	lemma	FALSE	77
glieder	glieder	NOUN	1	lemma	FALSE	47
gesenkt	senkn	VERB	1	lemma	FALSE	31
scherzte	scherzen	VERB	1	correct	TRUE	56
kompliziert	kompliziert	VERB	1	correct	TRUE	32
campas	campas	PROPN	1	correct	TRUE	87
hardine	hardine	NOUN	1	upos	FALSE	47
klopfen	klopfen	NOUN	1	features	FALSE	77
fischerdorf	fischerdorf	NOUN	1	correct	TRUE	12
delphine	delphine	NOUN	1	upos	FALSE	83
brigitten's	brigitten's	PROPN	1	features	FALSE	100
atemzug	atemzug	NOUN	1	correct	TRUE	51
sehnt	sehnen	VERB	1	correct	TRUE	6
ehrwürdige	ehrwürdige	NOUN	1	features	FALSE	92
augenbrauen	augenbrauen	NOUN	1	lemma	FALSE	37
novara	novara	PROPN	1	correct	TRUE	16
verzehrendes	verzehrend	ADJ	1	correct	TRUE	60
lächelte	lächeln	VERB	2	correct	TRUE	101
sag	siegen	PROPN	1	lemmupos	FALSE	92
cruse	cruse	PROPN	1	features	FALSE	68
feinsten	fein	ADJ	1	correct	TRUE	91
denselben	denselb	NOUN	1	lemmupos	FALSE	81
klirrten	klirren	VERB	1	correct	TRUE	20
durchwachte	durchwachen	VERB	1	correct	TRUE	58
taumelte	taumeln	VERB	1	correct	TRUE	81
mittagglitzern	mittagglitzern	NOUN	1	features	FALSE	42
das	der	SCONJ	1	correct	TRUE	19
lauf	lauf	ADV	1	correct	TRUE	58
innstetten	innstette	NOUN	1	lemmupos	FALSE	72
gierig	gierig	ADJ	1	upos	FALSE	100
jedermann	jedermann	PROPN	1	upos	FALSE	96
»sachte	»sachen	VERB	1	tokenization	FALSE	87
schmerzes	schmerz	NOUN	1	correct	TRUE	62
beugt	beugen	VERB	1	correct	TRUE	53
heft	heft	PROPN	1	upos	FALSE	68
leichtsinniger	leichtsinnig	ADJ	1	correct	TRUE	38
fremd	fremd	ADJ	1	correct	TRUE	39
victoire	victoire	PROPN	1	features	FALSE	91
bebte	beben	VERB	1	correct	TRUE	68
augn	augn	NOUN	1	lemma	FALSE	77
spiegelbild	spiegelbild	NOUN	1	correct	TRUE	21
»daß	»daß	SCONJ	1	tokenization	FALSE	74
seufzend	seufzend	ADV	1	correct	TRUE	50
hals	hals	PROPN	1	correct	TRUE	76
sphäre	sphäre	NOUN	1	correct	TRUE	39
feigheit	feigheit	NOUN	1	correct	TRUE	28
einfluß	einfluß	NOUN	1	features	FALSE	73
wurscht	wurscht	VERB	1	upos	FALSE	61
tote	tot	NOUN	1	correct	TRUE	87
»so	»so	ADV	1	tokenization	FALSE	53
zuzugehen	zuzugehen	VERB	1	correct	TRUE	38
welch	welch	PRON	1	correct	TRUE	37
»ich	»ich	ADP	5	tokenization	FALSE	101
hauser	hauser	NOUN	2	features	FALSE	101
stiernacken	stiernacken	NOUN	1	correct	TRUE	57
überredete	überreden	VERB	1	correct	TRUE	28
stampfte	stampfen	VERB	1	correct	TRUE	18
gestreift	streifn	ADJ	1	lemmupos	FALSE	95
komm	kimmen	VERB	1	lemma	FALSE	93
fangen	fangen	VERB	1	features	FALSE	62
wohnt	wohnen	ADJ	1	correct	TRUE	27
abscheulichen	abscheulich	ADJ	1	correct	TRUE	58
genährt	genähren|währen	VERB	1	lemma	FALSE	65
bring	bringen	PROPN	1	upos	FALSE	56
leidet's	leidet's	PROPN	1	tokenization	FALSE	52
bezichtigung	bezichtigung	NOUN	1	correct	TRUE	29
geröthete	geröthet	ADJ	1	correct	TRUE	38
bovillard	bovillard	PROPN	1	correct	TRUE	28
slava	slava	PROPN	1	features	FALSE	38
färbten	färben	VERB	1	correct	TRUE	42
fort	foren	ADV	1	correct	TRUE	37
fräulein	fräulein	PROPN	1	features	FALSE	96
sommerliche	sommerlich	ADJ	1	correct	TRUE	88
materielles	materielles	PROPN	1	upos	FALSE	48
komödienlicht	komödienlicht	NOUN	1	correct	TRUE	93
schämen	schämen	VERB	1	correct	TRUE	92
seelen	seelen	NOUN	1	features	FALSE	69
miene	miene	NOUN	1	correct	TRUE	69
edelstein	edelstein	NOUN	1	correct	TRUE	33
lenore	lenore	PROPN	1	correct	TRUE	21
gänzlicher	gänzlich	ADJ	1	correct	TRUE	69
danke	danken	VERB	2	correct	TRUE	101
»ach	»ach	ADJ	2	tokenization	FALSE	101
schwägerin	schwägerin	NOUN	1	correct	TRUE	79
soll	sollen	ADJ	1	correct	TRUE	99
geschämt	schämen	VERB	1	correct	TRUE	17
weltalls	weltall	NOUN	1	correct	TRUE	37
jahreszeit	jahreszeit	NOUN	1	correct	TRUE	25
wassereimer	wassereimer	NOUN	1	features	FALSE	92
funkelt	funkeln	VERB	1	correct	TRUE	6
eseltreiber	eseltreiber	NOUN	1	features	FALSE	100
munterer	munter	ADJ	1	correct	TRUE	53
verheimlichte	verheimlichen	VERB	1	correct	TRUE	34
glauben	glaube	VERB	1	tokenization	FALSE	55
flammender	flammend	ADJ	1	correct	TRUE	12
hineinzugeraten	hineinzugerat	NOUN	1	lemmupos	FALSE	52
vernehmen	vernehmen	VERB	1	correct	TRUE	2
kinderfreund	kinderfreund	NOUN	1	correct	TRUE	4
schach	schach	PROPN	1	correct	TRUE	54
pfeilerkasten	pfeilerkasten	NOUN	1	features	FALSE	38
clementine	clementine	PROPN	1	features	FALSE	57
beinah	beinah	ADV	1	correct	TRUE	70
»dürfte	»dürfen	AUX	1	tokenization	FALSE	49
sessels	sessel	NOUN	1	correct	TRUE	85
unehrlichen	unehrlich	ADJ	1	correct	TRUE	47
»schulgerecht	»schulgerechen	ADJ	1	tokenization	FALSE	64
wiederhaben	wiederhaben	VERB	1	correct	TRUE	19
sprichst	sprichsen	ADV	1	lemmupos	FALSE	98
andern	ander	NOUN	1	upos	FALSE	43
cordova	cordova	PROPN	1	correct	TRUE	77
judith	judith	PROPN	1	correct	TRUE	43
ziagst	ziagst	ADV	1	lemmupos	FALSE	98
sessels	sessel	NOUN	1	features	FALSE	85
scr	scr	PROPN	1	correct	TRUE	70
tilly	tilly	PROPN	1	correct	TRUE	11
marien	marie	PROPN	1	features	FALSE	84
kutsche	kutsche	PROPN	1	tokenization	FALSE	65
zerfetzt	zerfetzen	VERB	1	correct	TRUE	43
türvorhang	türvorhang	NOUN	1	correct	TRUE	4
rout	rout	NOUN	1	correct	TRUE	92
anblick	anblick	NOUN	2	correct	TRUE	101
arnost	arnost	PROPN	1	correct	TRUE	50
einlaßgeld	einlaßgeld	NOUN	1	correct	TRUE	16
versorgten	versorgen	VERB	1	correct	TRUE	100
stillen	still	ADJ	1	features	FALSE	56
trocknen	trocknen	VERB	1	correct	TRUE	46
buche	buch	NOUN	1	correct	TRUE	69
missdan	missdan	PROPN	1	upos	FALSE	76
überdrüssig	überdrüssig	ADJ	1	correct	TRUE	43
›bedrohte	›bedroht	ADJ	1	tokenization	FALSE	52
fuhr	fuhr	VERB	1	correct	TRUE	50
gespült	spülen	VERB	1	correct	TRUE	96
stimmenmehrheit	stimmenmehrheit	NOUN	1	correct	TRUE	90
geschöpf	geschöpf	NOUN	1	features	FALSE	81
fast	faben	ADV	1	lemma	FALSE	93
»hanni	»hanni	PROPN	1	tokenization	FALSE	40
eilends	eilends	ADV	1	correct	TRUE	69
»pescara	»pescara	PROPN	1	tokenization	FALSE	66
grase	gras	PROPN	1	upos	FALSE	70
sonnenblick	sonnenblick	NOUN	1	correct	TRUE	38
weinen	weinen	ADJ	1	upos	FALSE	71
gieshübler	gieshübler	ADJ	1	upos	FALSE	73
festhaltend	festhaltend	ADJ	1	correct	TRUE	90
geert	geert	VERB	1	lemmupos	FALSE	61
blanken	blank	NOUN	1	correct	TRUE	86
sippe	sippe	NOUN	1	correct	TRUE	95
he	he	NOUN	1	correct	TRUE	24
blüht	blühen	VERB	1	correct	TRUE	22
»und	»und	ADJ	2	tokenization	FALSE	101
formende	formende	ADJ	1	features	FALSE	49
verweilen	verweilen	VERB	1	correct	TRUE	9
hernehmen	hernehmen	VERB	1	tokenization	FALSE	45
reckte	recken	VERB	1	correct	TRUE	49
nehme	nehm	VERB	1	lemma	FALSE	44
gewölk	gewölk	NOUN	1	correct	TRUE	51
tanzten	tanzen	VERB	1	correct	TRUE	92
»der	»d	ADJ	1	tokenization	FALSE	58
unendlichen	unendlich	ADJ	1	correct	TRUE	8
deiner	dein	ADJ	1	upos	FALSE	99
herankam	herankommen	VERB	1	correct	TRUE	35
grad	grad	PROPN	1	tokenization	FALSE	52
wahrlich	wahrlich	ADJ	1	upos	FALSE	77
schrien	schreinen	NOUN	1	lemmupos	FALSE	99
meinen	mein	VERB	1	correct	TRUE	93
tafel	tafel	NOUN	1	correct	TRUE	18
mama	mama	PROPN	2	features	FALSE	101
tiger	tige	NOUN	1	lemma	FALSE	54
dienstboten	dienstbot	NOUN	1	lemma	FALSE	83
italien	ital	PROPN	1	lemma	FALSE	86
pescara	pescara	PROPN	2	correct	TRUE	101
zahle	zahlen	NOUN	1	correct	TRUE	67
übermochte	übermochen	VERB	1	lemma	FALSE	66
stad	stad	PROPN	1	upos	FALSE	44
wilderer	wilderer	NOUN	1	features	FALSE	43
telegramm	telegramm	NOUN	1	correct	TRUE	1
geschöpf	geschöpf	NOUN	1	features	FALSE	81
nimm	nimm	ADJ	1	lemmupos	FALSE	2
lys	lys	NOUN	1	features	FALSE	88
ausgestoßensein	ausgestoßensein	NOUN	1	features	FALSE	48
wagentür	wagentür	NOUN	1	features	FALSE	90
klirrte	klirren	VERB	1	correct	TRUE	11
zertrat	zertreten	VERB	1	correct	TRUE	37
vergrößerten	vergrößern	VERB	1	correct	TRUE	8
deines	deine	PRON	1	correct	TRUE	28
blässe	blässe	NOUN	1	features	FALSE	71
züchtigung	züchtigung	NOUN	1	correct	TRUE	58
dazumal	dazumal	ADV	1	correct	TRUE	63
amme	amme	NOUN	1	features	FALSE	62
signora	signora	NOUN	1	features	FALSE	91
läsest	läsesen	PROPN	1	lemmupos	FALSE	89
nachklang	nachklang	ADJ	1	lemmupos	FALSE	72
walzen	walzen	PROPN	1	upos	FALSE	51
grützbrei	grützbrei	NOUN	1	correct	TRUE	51
›nein	›nein	PART	1	tokenization	FALSE	96
»uns	»uns	PROPN	1	tokenization	FALSE	60
erleichterst	erleichtersen	ADV	1	lemmupos	FALSE	57
»aber	»aber	SCONJ	2	tokenization	FALSE	101
subhastation	subhastation	NOUN	1	correct	TRUE	56
weggewinkt	weggewinken	VERB	1	correct	TRUE	64
markgräfin	markgräfin	NOUN	1	correct	TRUE	4
orlamünde	orlamund	PROPN	1	lemma	FALSE	59
martl	martl	PROPN	1	features	FALSE	74
»da	»da	SCONJ	1	tokenization	FALSE	45
dort	dorn	ADV	1	lemmupos	FALSE	70
fesselte	fesseln	VERB	1	correct	TRUE	52
angekränkelt	angekränkeln	VERB	1	lemma	FALSE	43
denn	denn	VERB	1	correct	TRUE	64
gewaltsamem	gewaltsamem	ADJ	1	correct	TRUE	23
meta	meta	PROPN	1	correct	TRUE	81
wucherer	wucherer	NOUN	1	features	FALSE	49
stopfkuchen	stopfkuchen	NOUN	2	upos	FALSE	101
hirtinnen	hirtinnen	NOUN	1	lemma	FALSE	86
begegneten	begegneten	ADJ	1	lemmupos	FALSE	41
›wissen	›wissen	VERB	1	tokenization	FALSE	89
»o	»o	PROPN	2	tokenization	FALSE	101
ich's	ich's	PROPN	2	tokenization	FALSE	101
marmorklar	marmorklar	ADJ	1	correct	TRUE	74
schauten	schauen	VERB	1	correct	TRUE	74
ding	ding	PROPN	2	upos	FALSE	101
irgend	irgend	ADJ	1	correct	TRUE	21
ferne	ferne	ADJ	1	correct	TRUE	73
desgleichen	desgleich	ADJ	1	lemmupos	FALSE	89
widersprochen	widersprochen	ADJ	1	lemmupos	FALSE	100
katzenstein	katzenstein	PROPN	1	correct	TRUE	82
beobachte	beobingen	VERB	1	lemma	FALSE	44
moanst	moanst	ADV	1	lemmupos	FALSE	49
einsam	einsam	NOUN	1	upos	FALSE	90
funken	funken	NOUN	1	features	FALSE	83
gnäd'gen	gnäd'g	ADJ	1	correct	TRUE	8
großmut	großmut	NOUN	1	correct	TRUE	72
fink	finken	PROPN	1	correct	TRUE	79
blitzt	blitzen	VERB	1	correct	TRUE	69
will	will	AUX	1	correct	TRUE	84
»zuerst	»zuerst	ADV	1	tokenization	FALSE	76
fieberanfall	fieberanfall	NOUN	1	correct	TRUE	8
wardein	wardein	PROPN	2	features	FALSE	101
unvermögend	unvermögend	ADJ	1	correct	TRUE	82
groß	groß	VERB	1	correct	TRUE	65
schluchzend	schluchzend	ADJ	1	correct	TRUE	33
fünfzehnjährige	fünfzehnjährig	PROPN	1	upos	FALSE	62
den	der	SCONJ	1	upos	FALSE	70
manne	mann	NOUN	1	correct	TRUE	80
weiser	weiser	ADJ	1	lemma	FALSE	91
prädikate	prädikat	NOUN	1	correct	TRUE	22
kaplanischen	kaplanisch	ADJ	1	correct	TRUE	39
wer?	wer?	X	1	correct	TRUE	7
durchgespielt	durchgespielen	VERB	1	correct	TRUE	93
lehne	lehne	NOUN	1	correct	TRUE	93
wohlergehen	wohlergehen	NOUN	1	correct	TRUE	57
schaumann	schaumann	PROPN	1	correct	TRUE	57
»wohlfart	»wohlfaren	PROPN	1	tokenization	FALSE	82
»und	»und	ADV	1	tokenization	FALSE	51
fünfzehnten	fünfzehnt	ADJ	1	lemma	FALSE	54
rheinsberger	rheinsberger	PROPN	1	correct	TRUE	35
ruhmes	ruhmes	NOUN	1	lemma	FALSE	52
weibe	weib	NOUN	1	correct	TRUE	2
sag	siegen	NOUN	1	lemmupos	FALSE	92
neulich	neulich	ADJ	1	lemmupos	FALSE	64
schröpfungen	schröpfung	NOUN	1	features	FALSE	98
gehorchte	gehorchen	VERB	1	correct	TRUE	31
armenvorsteher	armenvorsteher	NOUN	1	features	FALSE	37
elends	elend	NOUN	1	correct	TRUE	81
»das	»das	PRON	2	tokenization	FALSE	101
durchzuckte	durchzucken	VERB	1	correct	TRUE	28
steigt's	steigt's	PROPN	1	upos	FALSE	64
schmucksachen	schmucksachen	NOUN	1	features	FALSE	51
einschlafen	einschlafen	VERB	1	correct	TRUE	87
mancher	mancher	ADJ	1	upos	FALSE	42
»ich	»ich	ADV	1	tokenization	FALSE	51
deine	dein	ADJ	1	correct	TRUE	81
andachten	andacht	NOUN	1	features	FALSE	69
packte	packen	VERB	1	correct	TRUE	38
rennt	rennen	VERB	1	correct	TRUE	14
fürstliche	fürstlich	ADJ	1	correct	TRUE	71
unklug	unklug	ADJ	1	correct	TRUE	47
diener	diener	PROPN	1	features	FALSE	40
hm	hm	ADJ	1	upos	FALSE	53
schürze	schürz	PROPN	1	upos	FALSE	78
schiebt	schieben	VERB	2	correct	TRUE	101
gastfreundlichen	gastfreundlich	ADJ	1	correct	TRUE	57
meiner	ich	DET	1	correct	TRUE	79
dasselbe	dasselbe	PRON	1	correct	TRUE	48
schein	schein	NOUN	1	correct	TRUE	74
not	not	NOUN	1	features	FALSE	46
»ob	»ob	ADJ	1	tokenization	FALSE	50
obschon	obschon	ADV	1	upos	FALSE	47
blutsühne	blutsühne	NOUN	1	correct	TRUE	15
verlöschen	verlöschen	ADJ	1	correct	TRUE	89
elend	elend	ADJ	1	correct	TRUE	85
wohlfart	wohlfart	PROPN	1	correct	TRUE	81
trete	treten	VERB	1	correct	TRUE	4
hinausglitt	hinausgleiden	VERB	1	lemma	FALSE	45
gnädigste	gnädig	ADJ	1	features	FALSE	41
meining	meining	NOUN	1	upos	FALSE	50
thalberg	thalberg	PROPN	1	correct	TRUE	14
konn	konn	PROPN	1	lemmupos	FALSE	100
merke	merken	NOUN	1	upos	FALSE	50
gebannt	bannen	ADJ	1	correct	TRUE	39
unsicherer	unsicher	ADJ	1	correct	TRUE	73
fad	fad	NOUN	1	lemmupos	FALSE	89
trösten	trösen	ADJ	1	lemmupos	FALSE	99
einquartiert	einquartieren	VERB	1	correct	TRUE	100
halbumschleierter	halbumschleiert	ADJ	1	correct	TRUE	82
sage	sagen	NOUN	1	correct	TRUE	66
mitleides	mitleides	NOUN	1	lemma	FALSE	41
fragte	fragte	VERB	1	correct	TRUE	76
erbin	erbin	NOUN	1	features	FALSE	47
eingeschlafen	eingeschlafen	VERB	1	lemmupos	FALSE	69
blindenanstalt	blindenanstalt	NOUN	1	correct	TRUE	96
auffallen	auffall	NOUN	1	lemma	FALSE	82
pavel	pavel	PROPN	1	correct	TRUE	28
empfing	empfangen	VERB	2	correct	TRUE	101
heitere	heiter	ADJ	1	correct	TRUE	40
schlaf	schlaf	NOUN	1	features	FALSE	71
großartig	großartig	ADJ	1	correct	TRUE	83
gedächtnis	gedächtnis	NOUN	2	correct	TRUE	101
schwachheit	schwachheit	NOUN	1	correct	TRUE	58
wirke	wirken	NOUN	1	upos	FALSE	72
net	net	ADJ	1	lemma	FALSE	53
schläfrig	schläfrig	ADJ	1	correct	TRUE	58
plauderte	plaudert	VERB	1	lemma	FALSE	71
vergossen	vergossen	VERB	1	lemma	FALSE	58
gleichaltrige	gleichaltrig	ADJ	1	correct	TRUE	10
»ziehen	»ziehen	VERB	1	tokenization	FALSE	60
kränkelndes	kränkelnd	ADJ	1	features	FALSE	83
krieges	krieges	NOUN	1	lemma	FALSE	44
forellen	forelle	NOUN	1	correct	TRUE	47
effi	effi	PROPN	2	correct	TRUE	101
klopfte	klopfen	VERB	1	correct	TRUE	79
riegelt	riegeln	VERB	1	correct	TRUE	66
jahrelange	jahrelange	ADV	1	lemmupos	FALSE	84
verhüllte	verhüllen	VERB	1	correct	TRUE	71
stündest	stündest	ADV	1	lemmupos	FALSE	57
las	las	PROPN	1	lemmupos	FALSE	72
überhaupt	überhaupen	ADV	1	tokenization	FALSE	74
brave	brav	ADJ	1	correct	TRUE	78
vorstellte	vorstellen	VERB	1	correct	TRUE	23
verjährten	verjährt	VERB	1	upos	FALSE	64
dammerde	dammerde	NOUN	1	features	FALSE	65
massenhafter	massenhaft	NOUN	1	upos	FALSE	97
hart	hart	PROPN	1	correct	TRUE	12
erlösung	erlösung	NOUN	1	features	FALSE	62
heiter	heit	NOUN	1	lemmupos	FALSE	45
gleiten	gleiten	VERB	1	correct	TRUE	16
omen	omen	VERB	1	correct	TRUE	74
macht	macht	VERB	1	correct	TRUE	64
küßte	küßen	VERB	1	lemma	FALSE	60
schwelle	schwelle	NOUN	2	correct	TRUE	101
»gehen	»gehen	VERB	1	tokenization	FALSE	37
schlummerschweren	schlummerschw	ADJ	1	lemma	FALSE	73
derselbe	derselbe	PRON	1	correct	TRUE	36
unbeweglich	unbeweglich	ADJ	1	correct	TRUE	30
baron	baron	NOUN	1	correct	TRUE	79
haben	heben	VERB	1	correct	TRUE	86
schwebten	schweben	VERB	1	correct	TRUE	4
eßzimmer	eßzimmer	NOUN	1	correct	TRUE	52
abschickte	abschicken	VERB	1	correct	TRUE	76
schiffsleutnant	schiffsleutnant	NOUN	1	correct	TRUE	95
gnädige	gnädig	ADJ	1	correct	TRUE	86
himmlisches	himmlisch	ADJ	1	correct	TRUE	64
»judith	»judith	PROPN	1	tokenization	FALSE	42
sander	sander	ADV	1	upos	FALSE	98
allzu	allzu	ADV	1	correct	TRUE	50
hold	hold	NOUN	1	correct	TRUE	67
rauchte	rauchen	VERB	1	correct	TRUE	83
bekümmert	bekümmern	VERB	1	correct	TRUE	71
glaubst	glauben	VERB	1	features	FALSE	52
colonna	colonna	PROPN	1	correct	TRUE	25
leibe	leibe	PROPN	1	lemmupos	FALSE	54
innigen	innig	ADJ	1	correct	TRUE	81
lachen	lachen	ADJ	1	upos	FALSE	61
betagte	betagt	ADJ	1	features	FALSE	94
»das	»der	PROPN	1	tokenization	FALSE	86
lippen	lippe	NOUN	1	correct	TRUE	41
fischers	fischer	NOUN	1	correct	TRUE	63
klugen	klug	NOUN	1	upos	FALSE	76
»geh	»geh	PROPN	1	tokenization	FALSE	69
einführen	einführen	VERB	1	correct	TRUE	93
erscholl	erscholl	VERB	1	lemma	FALSE	49
treue	treu	VERB	1	upos	FALSE	90
zwist	zwist	NOUN	1	features	FALSE	42
eingewickelt	eingewickeln	VERB	1	lemma	FALSE	59
ich's	ich's	PROPN	1	correct	TRUE	100
umschlingung	umschlingung	NOUN	1	correct	TRUE	83
flog	fliehen	VERB	2	correct	TRUE	101
hinüber	hinüber	ADV	1	correct	TRUE	81
sonnige	sonnig	ADJ	1	correct	TRUE	72
matrone	matrone	PROPN	1	upos	FALSE	88
nachbar	nachbar	PROPN	1	upos	FALSE	100
»was	»was	PRON	2	tokenization	FALSE	101
ehrenthal	ehrenthal	PROPN	1	correct	TRUE	21
sarg	sarg	VERB	1	upos	FALSE	95
betrachtete	betrachtet	VERB	1	correct	TRUE	45
»nein	»nein	PART	2	tokenization	FALSE	101
morone	morone	PROPN	1	correct	TRUE	79
eile	eil	NOUN	1	lemma	FALSE	2
