form	lemma	upos	freq.samp	errtype	is_correct	BAMTINOF
járatosságot	járatosság	NOUN	1	correct	TRUE	
ülésben	ülés	NOUN	1	correct	TRUE	
közt	közt	NOUN	4	upos	FALSE	
házasodik	házasodik	VERB	1	correct	TRUE	
kezdett	kezdett	VERB	2	lemma	FALSE	
kert	ker	ADJ	1	lemmupos	FALSE	
ágnes	ágnes	PROPN	1	correct	TRUE	
rendesen	rendes	ADJ	1	lemmupos	FALSE	
maradékokat	maradék	NOUN	1	correct	TRUE	
varázserő	varázserő	NOUN	1	correct	TRUE	
hétnek	hét	NOUN	1	correct	TRUE	
parancsolt	parancsol	VERB	1	correct	TRUE	
tiszta	tisz	VERB	1	lemmupos	FALSE	
kúszik	kúszik	VERB	1	correct	TRUE	
halt	hal	VERB	1	correct	TRUE	
kétségessé	kétségessé	NOUN	1	lemmupos	FALSE	
arczát	arcz	NOUN	1	correct	TRUE	
már	már	SCONJ	1	upos	FALSE	
volnál	volnál	NOUN	1	lemmupos	FALSE	
megszoknak	megsz	NOUN	1	lemmupos	FALSE	
csak	csak	CCONJ	5	upos	FALSE	
vetették	vet	VERB	1	features	FALSE	
tisztek	tiszt	NOUN	1	correct	TRUE	
annyira	annyira	ADV	2	upos	FALSE	
megembereld	megembereld	VERB	1	lemma	FALSE	
uram	uram	NOUN	2	lemma	FALSE	
sohasem	sohasem	ADV	2	correct	TRUE	
önzésnek	önzés	NOUN	1	correct	TRUE	
asztalfőn	asztalfő	NOUN	1	correct	TRUE	
állatja	állat	VERB	1	upos	FALSE	
őrá	őő	PRON	2	lemma	FALSE	
siettek	siet	VERB	1	correct	TRUE	
fordítsam	fordítsam	NOUN	1	lemmupos	FALSE	
elkedvetlenedett	elkedvetlenedik	VERB	1	correct	TRUE	
kitalálta	kitalál	VERB	1	correct	TRUE	
mig	mig	CCONJ	3	upos	FALSE	
juliusi	juliusi	ADJ	1	correct	TRUE	
ettem	esz	VERB	2	lemma	FALSE	
visszamenni	visszamesz	VERB	1	lemma	FALSE	
hazulról	hazul	NOUN	1	lemmupos	FALSE	
lórit	lóri	NOUN	1	upos	FALSE	
mámor	mámor	NOUN	1	correct	TRUE	
mélyen	mély	NOUN	1	upos	FALSE	
grófnak	gróf	NOUN	1	correct	TRUE	
inasom	inasom	NOUN	1	lemma	FALSE	
vigyázva	vigyázva	ADV	1	correct	TRUE	
égi	égi	ADJ	2	correct	TRUE	
érzett	érzett	VERB	1	lemma	FALSE	
hitves	hitves	ADJ	1	upos	FALSE	
tarkón	tarkó	ADJ	1	upos	FALSE	
eszébe	esz	NOUN	3	lemma	FALSE	
életet.	életet.	NOUN	1	tokenization	FALSE	
hasonlitja	hasonlit	VERB	1	correct	TRUE	
szemrehányóan	szemrehányó	ADJ	1	correct	TRUE	
igyekezzék	igyekezzék	VERB	1	lemma	FALSE	
tudjon	tudj	ADV	1	lemmupos	FALSE	
baloldali	baloldali	ADJ	1	correct	TRUE	
laczinak	laczi	PROPN	1	correct	TRUE	
kéz	kéz	VERB	1	upos	FALSE	
szellő	szellő	ADJ	1	upos	FALSE	
derzsi	derzsi	ADJ	1	upos	FALSE	
darabig	darab	NOUN	1	correct	TRUE	
te	t	NOUN	2	lemmupos	FALSE	
ön	ön	VERB	1	upos	FALSE	
visszajött	visszajön	VERB	1	correct	TRUE	
kitépte	kitép	VERB	1	correct	TRUE	
fedett	fedett	VERB	1	lemma	FALSE	
uralkodnak	uralkodik	VERB	1	correct	TRUE	
gondos	gondos	ADJ	1	correct	TRUE	
emeletre	emelet	NOUN	1	correct	TRUE	
feje	feje	NOUN	2	lemma	FALSE	
sivatag	sivatag	NOUN	1	upos	FALSE	
csakugyan	csakugyan	ADV	1	correct	TRUE	
czélja	czél	NOUN	1	correct	TRUE	
jutni	jut	VERB	1	correct	TRUE	
közben	köz	NOUN	2	lemmupos	FALSE	
pénzed	pénzed	NOUN	2	lemma	FALSE	
tulajdonosával	tulajdonos	NOUN	1	correct	TRUE	
elizt	eliz	PRON	1	upos	FALSE	
lépések	lépés	NOUN	1	correct	TRUE	
akkorra	akkoz	PRON	1	lemma	FALSE	
elmúló	elmúló	ADJ	1	correct	TRUE	
oh	oh	ADJ	2	upos	FALSE	
vala	vala	NOUN	2	upos	FALSE	
regényekben	regény	NOUN	1	correct	TRUE	
kezét	kez	NOUN	2	lemma	FALSE	
gondolata	gondolat	NOUN	1	correct	TRUE	
mama	mam	NOUN	1	lemma	FALSE	
köröndje	körönd	NOUN	1	correct	TRUE	
hangot	hang	NOUN	1	correct	TRUE	
világon	világon	NOUN	3	lemma	FALSE	
ultima	ultim	NOUN	1	lemmupos	FALSE	
zárkózzék	zárkóz	VERB	1	lemma	FALSE	
érdekek	érdek	NOUN	1	correct	TRUE	
tetszett	tetszik	VERB	3	correct	TRUE	
többszöri	többszöri	ADJ	1	correct	TRUE	
kiszépitett	kiszépitett	ADJ	1	correct	TRUE	
gyermek	gyerm	NOUN	4	lemma	FALSE	
eminense	eminens	NOUN	1	upos	FALSE	
hozom	hoz	VERB	1	correct	TRUE	
ellenséges	ellenséges	ADJ	1	correct	TRUE	
hirtelen	hirtelen	ADV	1	correct	TRUE	
kiáltá	kiáltá	ADJ	1	lemmupos	FALSE	
folyadék	folyadék	NOUN	1	correct	TRUE	
válogatni	válogat	VERB	1	correct	TRUE	
test	tes	NOUN	1	lemma	FALSE	
egészet	egész	NOUN	1	features	FALSE	
magamat	magamat	NOUN	2	lemmupos	FALSE	
félelem	félelem	NOUN	1	features	FALSE	
mérik	mér	VERB	1	features	FALSE	
ugrani	ugr	VERB	1	lemma	FALSE	
ilyesmit	ilyesmi	NOUN	2	upos	FALSE	
munkához	munk	NOUN	1	lemma	FALSE	
boronkainé	boronkainé	PROPN	1	correct	TRUE	
elmosolyodott	elmosolyod	VERB	1	lemma	FALSE	
te	te	NOUN	2	upos	FALSE	
orvosságot	orvosság	NOUN	1	correct	TRUE	
jelentenek	jelent	VERB	1	correct	TRUE	
spree	spree	PROPN	1	correct	TRUE	
ostobaság	ostobaság	NOUN	1	correct	TRUE	
társaságos	társaságos	ADJ	1	correct	TRUE	
”van	”van	ADV	1	tokenization	FALSE	
tagokat	tag	NOUN	1	correct	TRUE	
tönkretett	tönkret	VERB	1	lemma	FALSE	
szóltam	szól	VERB	1	correct	TRUE	
magamról	magam	PROPN	1	lemmupos	FALSE	
nemde	nemde	CCONJ	1	upos	FALSE	
belőle	belől	PRON	1	lemma	FALSE	
elszántan	elszánt	ADJ	1	correct	TRUE	
szuronyos	szuronyos	ADJ	1	correct	TRUE	
melyek	mely	PRON	2	lemma	FALSE	
igenis	igenis	SCONJ	1	upos	FALSE	
kibukkanni	kibukkasz	VERB	1	lemma	FALSE	
sétálgatását	sétálgatás	NOUN	1	correct	TRUE	
padra	pad	NOUN	1	correct	TRUE	
csizmája	csizmá	NOUN	1	lemma	FALSE	
kisdedet	kisded	NOUN	1	features	FALSE	
betette	bet	VERB	1	lemma	FALSE	
gondoskodik	gondoskodik	VERB	1	correct	TRUE	
szeretik	szeret	VERB	1	correct	TRUE	
gregorics	gregorics	PROPN	1	correct	TRUE	
ajtó	ajtó	NOUN	1	correct	TRUE	
észszel	észs	PRON	1	lemmupos	FALSE	
elveszitettem	elveszitesz	AUX	1	lemmupos	FALSE	
valamit	valami	PRON	2	features	FALSE	
fölrohant	fölrohanik	VERB	1	lemma	FALSE	
megérdemelnéd.	megérdemelnéd.	NOUN	1	tokenization	FALSE	
járja	jár	VERB	2	correct	TRUE	
nos	nos	ADJ	2	upos	FALSE	
bántó	bántó	ADJ	1	correct	TRUE	
alakot	alak	NOUN	1	correct	TRUE	
bebizonyitani	bebizonyit	VERB	1	lemma	FALSE	
bábaféle	bábaféle	DET	1	upos	FALSE	
vetemedik	vetemedik	VERB	1	correct	TRUE	
mondja	mondja	VERB	3	lemma	FALSE	
jogán	jog	NOUN	1	correct	TRUE	
felette	felet	VERB	1	lemmupos	FALSE	
csillagok	csillag	NOUN	1	correct	TRUE	
zsolnayféle	zsolnayféle	DET	1	upos	FALSE	
kellett	kellett	VERB	2	lemma	FALSE	
szükségesnek	szükséges	ADJ	1	correct	TRUE	
akart	akar	VERB	4	features	FALSE	
egyszerre	egyszerre	PRON	2	upos	FALSE	
orgonaág	orgonaág	NOUN	1	correct	TRUE	
annyi	annyi	ADJ	2	upos	FALSE	
konzultációkra	konzultáció	NOUN	1	correct	TRUE	
egypár	egypár	DET	1	upos	FALSE	
lennie	lenni	VERB	1	lemma	FALSE	
mosódott	mosód	ADJ	1	lemmupos	FALSE	
szóhoz	szó	NOUN	1	correct	TRUE	
sietséggel	sietség	NOUN	1	correct	TRUE	
baja	ba	NOUN	1	lemma	FALSE	
csacsiságat	csacsiság	NOUN	1	correct	TRUE	
jártak	jár	VERB	1	correct	TRUE	
pályaudvarra	pályaudvar	PRON	1	upos	FALSE	
virrasztott	virraszt	VERB	1	correct	TRUE	
pihent	pihent	VERB	2	upos	FALSE	
kerülte	kerül	VERB	2	correct	TRUE	
hallotta	hall	VERB	2	correct	TRUE	
sohse	sohs	NOUN	1	lemmupos	FALSE	
kláris	kláris	NOUN	1	correct	TRUE	
ajak	aj	NOUN	1	lemma	FALSE	
gyurta	gyur	VERB	1	correct	TRUE	
mögöttük	mögött	NOUN	1	upos	FALSE	
gyászoló	gyászoló	ADJ	1	correct	TRUE	
mindég	mindég	CCONJ	2	lemmupos	FALSE	
felejtse	felejts	NOUN	1	lemmupos	FALSE	
tejszínnel	tejszín	PRON	1	upos	FALSE	
fordulaton	fordulat	NOUN	1	correct	TRUE	
érezte	érez	VERB	2	correct	TRUE	
eleven	ele	ADJ	1	lemma	FALSE	
öngyilkosságát	öngyilkosság	NOUN	1	correct	TRUE	
sokért	sokért	NOUN	1	lemmupos	FALSE	
ágya	ágy	NOUN	2	correct	TRUE	
zavarosan	zavaros	ADJ	1	correct	TRUE	
temetőbe	temető	NOUN	2	correct	TRUE	
testvérnek	testvér	NOUN	1	correct	TRUE	
tömörülnek	tömörül	VERB	1	correct	TRUE	
ne	ik	VERB	4	lemmupos	FALSE	
mindegy	mindegy	ADV	2	upos	FALSE	
láttam	lát	VERB	2	features	FALSE	
goromba	gorom	NOUN	1	lemmupos	FALSE	
akként	ak	ADV	1	lemmupos	FALSE	
arca	arca	NOUN	1	lemma	FALSE	
gondol	gondol	VERB	1	correct	TRUE	
mélyén	mély	NOUN	1	lemma	FALSE	
rezgő	rezgő	ADJ	1	correct	TRUE	
szalmakalapját	szalmakalap	NOUN	1	correct	TRUE	
hűs	hűs	ADJ	1	correct	TRUE	
gondolt	gondan	VERB	2	lemma	FALSE	
igét	ig	NOUN	1	lemma	FALSE	
véres	véres	ADJ	1	correct	TRUE	
elítélnek	elítél	VERB	1	correct	TRUE	
ezerest	ezerest	ADP	2	lemmupos	FALSE	
leeresztette	leereszt	VERB	1	correct	TRUE	
poroszlókat	poroszló	NOUN	1	correct	TRUE	
”alászolgája“	”alászolgája“	ADJ	1	tokenization	FALSE	
mondám	mondá	CCONJ	1	lemmupos	FALSE	
váljunk	válj	VERB	1	lemma	FALSE	
asszonnyal	asszonnyal	ADV	1	lemmupos	FALSE	
bontható	bontható	ADJ	1	correct	TRUE	
hát	hát	CCONJ	5	upos	FALSE	
visszadobja	visszadob	VERB	1	correct	TRUE	
von	v	PROPN	1	lemmupos	FALSE	
szabva	szabva	ADV	1	correct	TRUE	
igy	igy	SCONJ	1	upos	FALSE	
kapitány	kapitány	NOUN	1	correct	TRUE	
szétoszlott	szétoszlik	VERB	1	correct	TRUE	
gyorsabbodó	gyorsabbodó	ADJ	1	correct	TRUE	
virradó	virradó	ADJ	1	correct	TRUE	
vagyont	vagyon	NOUN	1	correct	TRUE	
morelli	morelli	ADJ	1	upos	FALSE	
vasas	vasas	PROPN	1	correct	TRUE	
hiszi	hisz	VERB	1	correct	TRUE	
kerestem	keres	VERB	1	correct	TRUE	
tudatlan	tudatlan	ADJ	1	correct	TRUE	
törődöm	törődöm	NOUN	1	lemmupos	FALSE	
megőrült	megőrül	VERB	1	correct	TRUE	
oldalog	oldalog	VERB	1	correct	TRUE	
ismeré	ismeré	ADV	1	lemmupos	FALSE	
elhatározó	elhatározó	ADJ	1	correct	TRUE	
körül	körül	VERB	2	upos	FALSE	
kleinnét	kleinne	NOUN	1	lemmupos	FALSE	
urának	ur	NOUN	1	lemma	FALSE	
látta	lát	ADJ	4	upos	FALSE	
hevessége	hevesség	NOUN	1	correct	TRUE	
kezébe	kez	NOUN	2	lemma	FALSE	
gondolataidat	gondolataidat	NOUN	1	lemma	FALSE	
ella	ella	PROPN	1	correct	TRUE	
megirt	megirt	ADJ	1	correct	TRUE	
várjon	vár	VERB	1	correct	TRUE	
kicsinylés	kicsinylés	NOUN	1	correct	TRUE	
írás	írás	NOUN	1	correct	TRUE	
berobogott	berobog	VERB	1	correct	TRUE	
gondolattól	gondolat	PRON	1	upos	FALSE	
bolondságot	bolondság	NOUN	1	correct	TRUE	
sok	sok	NOUN	1	upos	FALSE	
várakozás	várakozás	NOUN	1	correct	TRUE	
ittak	it	VERB	1	lemma	FALSE	
gyötrelem	gyötrelem	NOUN	1	correct	TRUE	
ebédelni	ebédel	VERB	1	correct	TRUE	
arcát	arc	NOUN	1	correct	TRUE	
vállalkozik	vállalkozik	VERB	1	correct	TRUE	
belépett	belépett	VERB	1	lemma	FALSE	
közéjük	közéj	PRON	1	lemmupos	FALSE	
elfoglalá	elfoglalá	ADP	1	lemmupos	FALSE	
kisérletek	kisérlet	NOUN	1	correct	TRUE	
elhalkult	elhalkult	VERB	1	lemma	FALSE	
sokáig	sokáig	NOUN	1	upos	FALSE	
kiált	kiált	VERB	1	features	FALSE	
szögletesebbé	szögletes	ADJ	1	correct	TRUE	
perben	per	NOUN	1	correct	TRUE	
felesége	feleség	NOUN	2	correct	TRUE	
itélt	itélt	ADJ	1	correct	TRUE	
vigasztald	vigasztald	CCONJ	1	lemmupos	FALSE	
elfojtotta	elfojtotta	VERB	1	lemma	FALSE	
szürkeség	szürkeség	NOUN	1	correct	TRUE	
iván	iván	ADV	1	upos	FALSE	
karjaiból	karj	NOUN	1	lemma	FALSE	
lehettem	lehet	AUX	2	lemmupos	FALSE	
mindent	minden	VERB	2	upos	FALSE	
hangos	hangos	ADJ	1	correct	TRUE	
elviszik	elviszik	VERB	1	lemma	FALSE	
fáradt	fáradt	ADJ	1	correct	TRUE	
jönne	jön	VERB	1	correct	TRUE	
menyasszony	menyasszony	NOUN	2	correct	TRUE	
adná	ad	VERB	2	correct	TRUE	
sietnek	siet	VERB	2	features	FALSE	
lejteni	lejt	VERB	1	correct	TRUE	
vörösen	vörös	ADJ	1	correct	TRUE	
katalinhoz	katalin	PROPN	1	correct	TRUE	
dühösen	dühös	ADJ	1	correct	TRUE	
vidámság	vidámság	NOUN	1	correct	TRUE	
szándékát	szándék	NOUN	1	correct	TRUE	
érzületü	érzületü	ADJ	1	correct	TRUE	
nézte	néz	VERB	1	correct	TRUE	
üle	ül	NOUN	1	upos	FALSE	
elmulik	elmul	VERB	2	lemma	FALSE	
korán	kora	NOUN	1	lemmupos	FALSE	
rázták	ráz	VERB	1	correct	TRUE	
kocsi	kocsi	ADJ	1	upos	FALSE	
megérdemelte	megérdemel	VERB	1	correct	TRUE	
tán	t	ADV	1	lemma	FALSE	
történteket	történt	NOUN	1	lemma	FALSE	
távozni	távoz	VERB	1	lemma	FALSE	
szürke	szürk	NOUN	2	lemmupos	FALSE	
ilyes	ilyes	ADJ	1	upos	FALSE	
lényét	lény	NOUN	1	correct	TRUE	
fehér	fehér	NOUN	2	upos	FALSE	
czimes	czimes	ADJ	1	correct	TRUE	
épp	épp	PROPN	1	upos	FALSE	
földnek	föld	NOUN	1	correct	TRUE	
