"form"	"lemma"	"upos"	"freq.samp"	"errtype"	"is_correct"	"BAMTINOF"
"sanglé"	"sangller"	"VERB"	1	"lemma"	"FALSE"	
"allumai"	"allum"	"VERB"	1	"lemma"	"FALSE"	
"trempai"	"tremp"	"VERB"	1	"lemma"	"FALSE"	
"craignant"	"craindre"	"PROPN"	1	"lemmupos"	"FALSE"	
"taisaient"	"taiser"	"VERB"	1	"lemma"	"FALSE"	
"bah"	"bah"	"INTJ"	1	"correct"	"TRUE"	
"lasse"	"lasse"	"ADJ"	1	"lemma"	"FALSE"	
"n’"	"n’"	"PROPN"	10	"lemmupos"	"FALSE"	
"aperçut"	"apercevoir"	"VERB"	1	"features"	"FALSE"	
"aplatit"	"aplatit"	"VERB"	1	"lemma"	"FALSE"	
"attelage"	"attelage"	"NOUN"	2	"correct"	"TRUE"	
"l’"	"l’"	"PROPN"	3	"tokenization"	"FALSE"	
"dévouée"	"dévoué"	"ADJ"	1	"correct"	"TRUE"	
"déridait"	"déridre"	"VERB"	1	"lemma"	"FALSE"	
"délié"	"délié"	"VERB"	1	"lemma"	"FALSE"	
"pauvre"	"pauvre"	"NOUN"	1	"features"	"FALSE"	
"delmar"	"delmar"	"PROPN"	1	"correct"	"TRUE"	
"l’"	"l’"	"PROPN"	41	"lemmupos"	"FALSE"	
"repoussais"	"repousser"	"VERB"	1	"features"	"FALSE"	
"carrousel"	"carrousel"	"PROPN"	1	"correct"	"TRUE"	
"borner"	"borner"	"VERB"	1	"correct"	"TRUE"	
"crut"	"craître"	"VERB"	1	"lemma"	"FALSE"	
"impassible"	"impassible"	"ADJ"	2	"correct"	"TRUE"	
"coucou-blanc"	"coucou-blanc"	"PROPN"	1	"correct"	"TRUE"	
"prodiguant"	"prodigure"	"VERB"	1	"lemma"	"FALSE"	
"aps"	"aps"	"PROPN"	1	"correct"	"TRUE"	
"dirait"	"dire"	"AUX"	1	"correct"	"TRUE"	
"conservait"	"conserver"	"VERB"	1	"correct"	"TRUE"	
"émeute"	"émeute"	"PRON"	1	"correct"	"TRUE"	
"emportée"	"emporter"	"VERB"	1	"correct"	"TRUE"	
"drap"	"drap"	"NOUN"	1	"correct"	"TRUE"	
"développant"	"développer"	"VERB"	1	"correct"	"TRUE"	
"ouvert"	"ouvrir"	"ADJ"	1	"lemma"	"FALSE"	
"beau"	"beau"	"VERB"	1	"upos"	"FALSE"	
"jamais"	"jamais"	"CCONJ"	1	"upos"	"FALSE"	
"allez-vous"	"allez-le"	"PRON"	1	"tokenization"	"FALSE"	
"contemplation"	"contemplation"	"NOUN"	1	"correct"	"TRUE"	
"boissaric"	"boissaric"	"PROPN"	3	"correct"	"TRUE"	
"venez"	"venir"	"PROPN"	1	"upos"	"FALSE"	
"causèrent"	"causer"	"VERB"	1	"correct"	"TRUE"	
"drôles"	"drôle"	"NOUN"	1	"correct"	"TRUE"	
"effaça"	"effacer"	"VERB"	1	"correct"	"TRUE"	
"-la"	"-le"	"PRON"	1	"lemma"	"FALSE"	
"allez"	"aller"	"X"	1	"upos"	"FALSE"	
"rires"	"rire"	"ADJ"	1	"upos"	"FALSE"	
"allé"	"aller"	"AUX"	1	"correct"	"TRUE"	
"janique"	"janique"	"PROPN"	2	"correct"	"TRUE"	
"araignée"	"araignée"	"PROPN"	1	"upos"	"FALSE"	
"fume"	"fume"	"VERB"	1	"lemma"	"FALSE"	
"irons"	"irer"	"VERB"	1	"lemma"	"FALSE"	
"éclatants"	"éclatant"	"NOUN"	1	"upos"	"FALSE"	
"êtes"	"être"	"NOUN"	1	"upos"	"FALSE"	
"voulais"	"vouler"	"VERB"	1	"lemma"	"FALSE"	
"paraîtrez"	"paraîtrer"	"VERB"	1	"lemma"	"FALSE"	
"apparaissait"	"apparaître"	"VERB"	1	"correct"	"TRUE"	
"battement"	"battement"	"NOUN"	1	"correct"	"TRUE"	
"bras"	"bras"	"ADJ"	1	"correct"	"TRUE"	
"anglaise"	"anglaise"	"PROPN"	1	"lemmupos"	"FALSE"	
"prendrai"	"prendr"	"VERB"	1	"lemma"	"FALSE"	
"étendis"	"étendire"	"VERB"	1	"lemma"	"FALSE"	
"amuserais"	"amuser"	"VERB"	1	"correct"	"TRUE"	
"cents"	"cent"	"NOUN"	1	"upos"	"FALSE"	
"civilisatrice"	"civilisateur"	"ADJ"	1	"correct"	"TRUE"	
"barbes"	"barbe"	"NOUN"	2	"correct"	"TRUE"	
"sénécal"	"sénécal"	"PROPN"	4	"correct"	"TRUE"	
"sienne"	"sien"	"PROPN"	1	"upos"	"FALSE"	
"impuissant"	"impuisre"	"VERB"	1	"lemmupos"	"FALSE"	
"attitudes"	"attitude"	"NOUN"	1	"correct"	"TRUE"	
"embrassant"	"embrasser"	"VERB"	1	"correct"	"TRUE"	
"négresse"	"négresse"	"PROPN"	2	"lemmupos"	"FALSE"	
"aisé"	"aisé"	"VERB"	1	"correct"	"TRUE"	
"donnaient"	"donner"	"VERB"	1	"correct"	"TRUE"	
"approche"	"approche"	"ADJ"	1	"lemmupos"	"FALSE"	
"impatience"	"impatience"	"NOUN"	2	"correct"	"TRUE"	
"bas-de-cuir"	"bas-de-cuir"	"PROPN"	1	"correct"	"TRUE"	
"interdisant"	"interdire"	"ADJ"	1	"upos"	"FALSE"	
"admirer"	"admirer"	"VERB"	1	"correct"	"TRUE"	
"aimez-vous"	"aimez-le"	"PROPN"	1	"tokenization"	"FALSE"	
"enfournement"	"enfournement"	"ADV"	1	"upos"	"FALSE"	
"-les"	"le"	"NOUN"	1	"upos"	"FALSE"	
"ignorons"	"ignorer"	"VERB"	1	"features"	"FALSE"	
"amenait"	"amener"	"VERB"	1	"correct"	"TRUE"	
"verrait"	"verre"	"VERB"	1	"lemma"	"FALSE"	
"écria"	"écrier"	"VERB"	1	"correct"	"TRUE"	
"aperçus"	"apercevoir"	"VERB"	1	"correct"	"TRUE"	
"civière"	"civière"	"NOUN"	2	"correct"	"TRUE"	
"sourd"	"sourd"	"ADJ"	2	"correct"	"TRUE"	
"affaires-etrangères"	"affaires-etrangère"	"NOUN"	1	"upos"	"FALSE"	
"corbeille"	"corbeille"	"NOUN"	2	"correct"	"TRUE"	
"raconta"	"raconter"	"VERB"	2	"correct"	"TRUE"	
"contentâmes"	"contenter"	"VERB"	1	"correct"	"TRUE"	
"méprisante"	"méprisant"	"NOUN"	1	"upos"	"FALSE"	
"languissantes"	"languissante"	"ADJ"	1	"lemma"	"FALSE"	
"aigu"	"aigu"	"ADJ"	1	"correct"	"TRUE"	
"laissait"	"laisser"	"VERB"	2	"correct"	"TRUE"	
"cents"	"cents"	"NOUN"	2	"lemmupos"	"FALSE"	
"loutre"	"loutre"	"VERB"	1	"upos"	"FALSE"	
"escaliers"	"escalier"	"NOUN"	1	"correct"	"TRUE"	
"rassure-toi"	"rassure-toi"	"NOUN"	1	"tokenization"	"FALSE"	
"madame"	"monsieur"	"ADJ"	1	"lemmupos"	"FALSE"	
"augmentait"	"augmenter"	"VERB"	1	"correct"	"TRUE"	
"chandelle"	"chandel"	"NOUN"	1	"lemma"	"FALSE"	
"dévouement"	"dévouement"	"NOUN"	2	"correct"	"TRUE"	
"ardéchois"	"ardéchois"	"NOUN"	1	"upos"	"FALSE"	
"besogne"	"besogner"	"VERB"	1	"lemmupos"	"FALSE"	
"embrassa"	"embrasser"	"VERB"	1	"correct"	"TRUE"	
"hé"	"hé"	"VERB"	1	"lemmupos"	"FALSE"	
"alandiers"	"alandier"	"NOUN"	1	"correct"	"TRUE"	
"entrons"	"entrer"	"VERB"	1	"features"	"FALSE"	
"éclairait"	"éclair"	"VERB"	1	"correct"	"TRUE"	
"arrivais"	"arrivoir"	"VERB"	1	"lemma"	"FALSE"	
"aperçut"	"apercevoir"	"VERB"	3	"correct"	"TRUE"	
"goutte"	"goutte"	"NOUN"	3	"correct"	"TRUE"	
"ballant"	"baller"	"VERB"	1	"lemmupos"	"FALSE"	
"de"	"un"	"ADP"	1	"correct"	"TRUE"	
"parbleu"	"parbleu"	"ADV"	1	"upos"	"FALSE"	
"grosse"	"gros"	"NOUN"	1	"upos"	"FALSE"	
"embrassai"	"embrass"	"VERB"	1	"lemma"	"FALSE"	
"muguets"	"muguets"	"PROPN"	1	"lemmupos"	"FALSE"	
"vît"	"vître"	"VERB"	1	"lemma"	"FALSE"	
"-la"	"-le"	"PROPN"	1	"lemmupos"	"FALSE"	
"écria"	"écrier"	"PROPN"	1	"upos"	"FALSE"	
"çà"	"çà"	"ADV"	1	"lemma"	"FALSE"	
"couteau"	"couteau"	"NOUN"	1	"correct"	"TRUE"	
"francs"	"franc"	"ADJ"	3	"upos"	"FALSE"	
"applaudie"	"applaudier"	"ADJ"	1	"lemmupos"	"FALSE"	
"artiste"	"artister"	"VERB"	1	"lemmupos"	"FALSE"	
"crinières"	"crinière"	"NOUN"	1	"correct"	"TRUE"	
"débouchant"	"débouchant"	"VERB"	1	"correct"	"TRUE"	
"coquilles"	"coquille"	"NOUN"	1	"correct"	"TRUE"	
"déployait"	"déployer"	"VERB"	1	"correct"	"TRUE"	
"émut"	"émut"	"VERB"	1	"lemma"	"FALSE"	
"cavaignac"	"cavaignac"	"PROPN"	1	"correct"	"TRUE"	
"préparez-vous"	"préparez-le"	"NOUN"	1	"tokenization"	"FALSE"	
"grillon"	"grillon"	"PROPN"	1	"lemmupos"	"FALSE"	
"parisiens"	"parisiens"	"PROPN"	1	"lemmupos"	"FALSE"	
"kakatoès"	"kakatoè"	"NOUN"	1	"lemma"	"FALSE"	
"bées"	"bé"	"VERB"	1	"lemmupos"	"FALSE"	
"lâcher"	"lâcher"	"NOUN"	1	"upos"	"FALSE"	
"fis"	"fils"	"ADJ"	1	"lemmupos"	"FALSE"	
"eu"	"eu"	"VERB"	1	"lemma"	"FALSE"	
"comptons"	"compter"	"VERB"	1	"correct"	"TRUE"	
"étendit"	"étendre"	"VERB"	2	"correct"	"TRUE"	
"entrai"	"entr"	"VERB"	1	"lemma"	"FALSE"	
"mrs"	"mrs"	"PROPN"	1	"lemmupos"	"FALSE"	
"insurgé"	"insurger"	"VERB"	1	"lemmupos"	"FALSE"	
"ta"	"ta"	"VERB"	1	"lemmupos"	"FALSE"	
"emphatique"	"emphatique"	"ADJ"	1	"correct"	"TRUE"	
"messieurs"	"messieur"	"NOUN"	2	"lemma"	"FALSE"	
"devinait"	"deviner"	"VERB"	1	"correct"	"TRUE"	
"dis-moi"	"dis-moi"	"SCONJ"	1	"tokenization"	"FALSE"	
"deviné"	"deviner"	"VERB"	1	"correct"	"TRUE"	
"-je"	"-je"	"PRON"	1	"lemma"	"FALSE"	
"éclats"	"éclat"	"NOUN"	1	"correct"	"TRUE"	
"orties"	"orties"	"PROPN"	1	"lemmupos"	"FALSE"	
"turc"	"turc"	"PROPN"	1	"upos"	"FALSE"	
"barbès"	"barbès"	"PROPN"	1	"correct"	"TRUE"	
"vasistas"	"vasista"	"NOUN"	1	"lemma"	"FALSE"	
"ronflants"	"ronflant"	"NOUN"	1	"upos"	"FALSE"	
"cannibales"	"cannibale"	"NOUN"	1	"features"	"FALSE"	
"attachée"	"attacher"	"VERB"	1	"correct"	"TRUE"	
"écroulement"	"écroulement"	"NOUN"	1	"correct"	"TRUE"	
"arriverait"	"arriver"	"VERB"	1	"features"	"FALSE"	
"maniaient"	"maniaenir"	"VERB"	1	"lemma"	"FALSE"	
"revins"	"revin"	"VERB"	1	"lemma"	"FALSE"	
"autre"	"autre"	"VERB"	1	"correct"	"TRUE"	
"tenant"	"tenir"	"ADV"	1	"upos"	"FALSE"	
"changent"	"changer"	"NOUN"	1	"upos"	"FALSE"	
"allons"	"aller"	"NOUN"	1	"upos"	"FALSE"	
"bordaient"	"border"	"VERB"	1	"correct"	"TRUE"	
"débattaient"	"débatter"	"VERB"	1	"lemma"	"FALSE"	
"disparues"	"disparu"	"VERB"	1	"lemma"	"FALSE"	
"apprenait"	"apprendre"	"VERB"	1	"correct"	"TRUE"	
"cents"	"cent"	"NOUN"	1	"correct"	"TRUE"	
"arrosai"	"arrosai"	"VERB"	1	"features"	"FALSE"	
"calma"	"calmer"	"VERB"	1	"correct"	"TRUE"	
"scorpions"	"scorpions"	"PROPN"	1	"lemmupos"	"FALSE"	
"cher"	"sche"	"ADJ"	1	"lemma"	"FALSE"	
"admireraient"	"admirerer"	"VERB"	1	"lemma"	"FALSE"	
"dis-nous"	"dis-le"	"PRON"	1	"tokenization"	"FALSE"	
"souviens"	"souvenir"	"ADJ"	1	"upos"	"FALSE"	
"kakatoès"	"kakatoès"	"NOUN"	2	"correct"	"TRUE"	
"madame"	"madamer"	"VERB"	1	"lemmupos"	"FALSE"	
"arrêta"	"arrêter"	"VERB"	1	"correct"	"TRUE"	
"hais"	"her"	"VERB"	1	"lemma"	"FALSE"	
"émoustilla"	"émoustilla"	"VERB"	1	"lemma"	"FALSE"	
"effusions"	"effusion"	"NOUN"	1	"correct"	"TRUE"	
"écoeurante"	"écoeurant"	"ADJ"	1	"correct"	"TRUE"	
"chante"	"chant"	"NOUN"	1	"lemmupos"	"FALSE"	
"tante"	"tant"	"NOUN"	2	"lemma"	"FALSE"	
"réglé"	"régller"	"VERB"	1	"lemma"	"FALSE"	
"détermina"	"détermina"	"ADJ"	1	"lemmupos"	"FALSE"	
"personne"	"personne"	"VERB"	1	"upos"	"FALSE"	
"trouvais"	"trouvoir"	"VERB"	2	"lemma"	"FALSE"	
"voué"	"vouer"	"VERB"	1	"correct"	"TRUE"	
"billards"	"billard"	"NOUN"	1	"correct"	"TRUE"	
"décombres"	"décombre"	"NOUN"	1	"lemma"	"FALSE"	
"usées"	"user"	"ADJ"	1	"lemma"	"FALSE"	
"assemblée"	"assemblée"	"ADV"	1	"upos"	"FALSE"	
"bras"	"bra"	"NOUN"	1	"lemma"	"FALSE"	
"pleure"	"pleurer"	"VERB"	2	"correct"	"TRUE"	
"blagueur"	"blagueur"	"ADJ"	1	"correct"	"TRUE"	
"papillon"	"papillon"	"PROPN"	1	"lemmupos"	"FALSE"	
"ému"	"ému"	"VERB"	1	"correct"	"TRUE"	
"serra"	"soyer"	"VERB"	2	"lemma"	"FALSE"	
"branchés"	"branché"	"ADJ"	1	"correct"	"TRUE"	
"closerie"	"closerie"	"PROPN"	1	"correct"	"TRUE"	
"batracien"	"batracien"	"NOUN"	1	"correct"	"TRUE"	
"tiens"	"tiens"	"ADJ"	1	"lemmupos"	"FALSE"	
"entrain"	"entrain"	"NOUN"	1	"correct"	"TRUE"	
"enchantait"	"enchantre"	"VERB"	1	"lemma"	"FALSE"	
"vinrent"	"vinrent"	"VERB"	1	"lemma"	"FALSE"	
"crinière"	"crinière"	"NOUN"	1	"correct"	"TRUE"	
"lis"	"lire"	"NOUN"	1	"lemmupos"	"FALSE"	
"té"	"té"	"PROPN"	1	"lemmupos"	"FALSE"	
"emportement"	"emportement"	"NOUN"	1	"correct"	"TRUE"	
"plaire"	"plaite"	"VERB"	1	"lemma"	"FALSE"	
"bousculait"	"bousculer"	"VERB"	1	"correct"	"TRUE"	
"jolie"	"jolie"	"ADJ"	1	"lemma"	"FALSE"	
"courait"	"coure"	"VERB"	1	"lemma"	"FALSE"	
"j’"	"j’"	"PROPN"	3	"lemmupos"	"FALSE"	
"pus"	"pre"	"VERB"	1	"lemma"	"FALSE"	
"attendrie"	"attendrier"	"VERB"	1	"lemma"	"FALSE"	
"entendais"	"entendais"	"AUX"	1	"lemmupos"	"FALSE"	
"veillée"	"veiller"	"NOUN"	1	"lemma"	"FALSE"	
"magnifiques"	"magnifique"	"NOUN"	1	"upos"	"FALSE"	
"c’"	"c’"	"PROPN"	4	"lemmupos"	"FALSE"	
"émeute"	"émeute"	"PRON"	1	"upos"	"FALSE"	
"promesse"	"promes"	"ADJ"	1	"lemmupos"	"FALSE"	
"théâtre"	"théâtre"	"VERB"	1	"upos"	"FALSE"	
"attendait"	"attendre"	"VERB"	2	"correct"	"TRUE"	
"faites"	"faire"	"ADJ"	1	"upos"	"FALSE"	
"lucre"	"lucrer"	"NOUN"	1	"lemma"	"FALSE"	
"voûtée"	"voûté"	"VERB"	1	"lemma"	"FALSE"	
"sortaient"	"sortir"	"VERB"	2	"correct"	"TRUE"	
"muets"	"muet"	"VERB"	1	"upos"	"FALSE"	
"enthousiasmé"	"enthousiasmer"	"VERB"	1	"correct"	"TRUE"	
"tombent"	"tombent"	"VERB"	1	"lemma"	"FALSE"	
"ouvris"	"ouvrendre"	"VERB"	1	"lemma"	"FALSE"	
"arrêtâmes"	"arrêter"	"VERB"	1	"correct"	"TRUE"	
"descendirent"	"descendirer"	"VERB"	2	"lemma"	"FALSE"	
"vatnaz"	"vatnaz"	"PROPN"	2	"correct"	"TRUE"	
"dis-moi"	"dis-moi"	"NOUN"	1	"tokenization"	"FALSE"	
"désastre"	"désastre"	"NOUN"	1	"correct"	"TRUE"	
"malle"	"mal"	"ADJ"	1	"lemma"	"FALSE"	
"serai"	"ser"	"VERB"	2	"lemma"	"FALSE"	
"malmus"	"malmus"	"PROPN"	2	"correct"	"TRUE"	
"quittait"	"quitter"	"VERB"	3	"correct"	"TRUE"	
"cous"	"cous"	"NOUN"	1	"lemma"	"FALSE"	
"cadaillac"	"cadaillac"	"PROPN"	1	"correct"	"TRUE"	
"modeste"	"modeste"	"NOUN"	1	"upos"	"FALSE"	
"arcade"	"arcade"	"PROPN"	1	"correct"	"TRUE"	
"jolies"	"joly"	"ADJ"	2	"lemma"	"FALSE"	
"aristocratique"	"aristocratique"	"ADJ"	1	"correct"	"TRUE"	
"ondulaient"	"ondulaenir"	"VERB"	1	"lemma"	"FALSE"	
"eyssette"	"eyssette"	"PROPN"	6	"correct"	"TRUE"	
"bompard"	"bompard"	"PROPN"	3	"correct"	"TRUE"	
"dégageait"	"dégager"	"VERB"	1	"correct"	"TRUE"	
"empressés"	"empresser"	"VERB"	1	"correct"	"TRUE"	
"délicatesses"	"délicatesse"	"NOUN"	2	"correct"	"TRUE"	
"dormiras"	"dormiras"	"ADV"	1	"lemmupos"	"FALSE"	
"rachèterez"	"rachèter"	"VERB"	1	"lemma"	"FALSE"	
"gouailleurs"	"gouailleur"	"NOUN"	1	"upos"	"FALSE"	
"oh"	"oh"	"PROPN"	1	"lemmupos"	"FALSE"	
"eliacin"	"eliacin"	"PROPN"	2	"correct"	"TRUE"	
"apportés"	"apporter"	"VERB"	1	"correct"	"TRUE"	
"décidai"	"décid"	"VERB"	1	"lemma"	"FALSE"	
"confirma"	"confirma"	"NOUN"	1	"lemmupos"	"FALSE"	
"coulait"	"couloir"	"VERB"	1	"lemma"	"FALSE"	
"aco"	"aco"	"NOUN"	1	"tokenization"	"FALSE"	
"tiens"	"tyen"	"NOUN"	1	"lemmupos"	"FALSE"	
"mayol"	"mayol"	"PROPN"	2	"correct"	"TRUE"	
"légers"	"léger"	"NOUN"	1	"upos"	"FALSE"	
"agnelet"	"agnelet"	"NOUN"	1	"correct"	"TRUE"	
"débrider"	"débrider"	"VERB"	1	"correct"	"TRUE"	
"guéri"	"guéri"	"NOUN"	1	"lemmupos"	"FALSE"	
"allons-nous"	"allons-nous"	"PROPN"	1	"tokenization"	"FALSE"	
"blotties"	"blottie"	"VERB"	1	"lemma"	"FALSE"	
"hélas"	"hélas"	"NOUN"	2	"upos"	"FALSE"	
"débordait"	"débordre"	"VERB"	1	"lemma"	"FALSE"	
"durement"	"durement"	"ADV"	1	"correct"	"TRUE"	
"baissés"	"baisser"	"VERB"	1	"correct"	"TRUE"	
"éboulement"	"éboulement"	"NOUN"	1	"correct"	"TRUE"	
"bete"	"bete"	"PROPN"	10	"tokenization"	"FALSE"	
"ladra"	"ladre"	"VERB"	1	"lemmupos"	"FALSE"	
"ferdinande"	"ferdinande"	"PROPN"	3	"correct"	"TRUE"	
"curieux"	"curiel"	"NOUN"	4	"lemma"	"FALSE"	
"biniou"	"biniou"	"ADJ"	1	"correct"	"TRUE"	
"courageuse"	"courageux"	"ADJ"	1	"correct"	"TRUE"	
"honte"	"honte"	"ADJ"	1	"upos"	"FALSE"	
"emportait"	"emporter"	"VERB"	1	"correct"	"TRUE"	
"buvant"	"buvant"	"ADP"	1	"lemmupos"	"FALSE"	
"fringant"	"fringer"	"VERB"	1	"lemmupos"	"FALSE"	
"repu"	"repre"	"VERB"	1	"lemmupos"	"FALSE"	
"écarta"	"écarter"	"VERB"	1	"correct"	"TRUE"	
"apercevait"	"apercevoir"	"VERB"	1	"correct"	"TRUE"	
"criaient"	"crier"	"VERB"	1	"correct"	"TRUE"	
"enverrai"	"envevoir"	"AUX"	1	"lemmupos"	"FALSE"	
"apprêts"	"apprêt"	"NOUN"	1	"correct"	"TRUE"	
"vas"	"vas"	"ADV"	2	"lemmupos"	"FALSE"	
"avança"	"avanç"	"VERB"	1	"lemma"	"FALSE"	
"midi"	"midi"	"PROPN"	1	"upos"	"FALSE"	
"délogé"	"déloger"	"VERB"	1	"correct"	"TRUE"	
"autruches"	"autruche"	"NOUN"	1	"correct"	"TRUE"	
"bouffi"	"bouffi"	"ADJ"	1	"correct"	"TRUE"	
"emplit"	"emplir"	"VERB"	1	"features"	"FALSE"	
"escalier"	"escalier"	"PROPN"	1	"correct"	"TRUE"	
"connaissez-vous"	"connaissez-vous"	"NOUN"	1	"tokenization"	"FALSE"	
"reposeras"	"reposera"	"NOUN"	1	"lemmupos"	"FALSE"	
"roulai"	"roul"	"VERB"	1	"lemma"	"FALSE"	
"triomphes"	"triomph"	"NOUN"	1	"lemma"	"FALSE"	
"fus"	"fre"	"VERB"	1	"lemma"	"FALSE"	
"embrasser"	"embrasser"	"VERB"	2	"correct"	"TRUE"	
"enchaînées"	"enchaîné"	"ADJ"	1	"lemmupos"	"FALSE"	
"ensoleillée"	"ensoleiller"	"VERB"	1	"lemmupos"	"FALSE"	
"bénit"	"bénir"	"VERB"	1	"correct"	"TRUE"	
"quès"	"quès"	"ADP"	1	"tokenization"	"FALSE"	
"défilaient"	"défilaenir"	"VERB"	1	"lemma"	"FALSE"	
"d’"	"d’"	"PROPN"	31	"lemmupos"	"FALSE"	
"beautés"	"beauté"	"NOUN"	2	"correct"	"TRUE"	
"perdraient"	"perdraenir"	"VERB"	1	"lemma"	"FALSE"	
"manque"	"manque"	"ADJ"	1	"lemmupos"	"FALSE"	
"bâche"	"bâche"	"NOUN"	1	"correct"	"TRUE"	
"accroissant"	"accroître"	"VERB"	1	"correct"	"TRUE"	
"carpes"	"carpes"	"PROPN"	1	"lemmupos"	"FALSE"	
"inconnu"	"inconnir"	"VERB"	1	"lemmupos"	"FALSE"	
"divins"	"divin"	"NOUN"	1	"upos"	"FALSE"	
"danser"	"danser"	"VERB"	1	"correct"	"TRUE"	
"barrot"	"barrot"	"PROPN"	1	"correct"	"TRUE"	
"dansaient"	"danser"	"VERB"	1	"correct"	"TRUE"	
"aimable"	"aimable"	"NOUN"	2	"upos"	"FALSE"	
"as"	"a"	"NOUN"	1	"lemmupos"	"FALSE"	
"vibra"	"vibrer"	"VERB"	1	"features"	"FALSE"	
"dis"	"dis"	"ADV"	2	"lemmupos"	"FALSE"	
"dirait"	"dire"	"VERB"	2	"features"	"FALSE"	
"parla"	"parler"	"VERB"	2	"correct"	"TRUE"	
"détalant"	"détaler"	"VERB"	1	"correct"	"TRUE"	
"dételé"	"dételer"	"VERB"	1	"correct"	"TRUE"	
"brûlures"	"brûlure"	"NOUN"	1	"correct"	"TRUE"	
"envolèrent"	"envoler"	"VERB"	1	"correct"	"TRUE"	
"bravard"	"bravard"	"PROPN"	1	"correct"	"TRUE"	
"marche"	"marche"	"ADJ"	1	"upos"	"FALSE"	
"enchantements"	"enchantement"	"NOUN"	1	"correct"	"TRUE"	
"périgourdin"	"périgourdin"	"PROPN"	1	"upos"	"FALSE"	
"lissait"	"lisre"	"VERB"	1	"lemma"	"FALSE"	
"voudraient"	"voudrer"	"VERB"	1	"lemma"	"FALSE"	
"borax"	"borax"	"NOUN"	1	"correct"	"TRUE"	
"grossier"	"grossier"	"NOUN"	1	"upos"	"FALSE"	
"escargots"	"escargots"	"NOUN"	1	"lemma"	"FALSE"	
"initiais"	"initier"	"NOUN"	1	"upos"	"FALSE"	
"demeurait"	"demeurer"	"AUX"	1	"correct"	"TRUE"	
"atours"	"atours"	"NOUN"	1	"lemma"	"FALSE"	
"bossu"	"bossue"	"NOUN"	3	"lemma"	"FALSE"	
"irma"	"irma"	"PROPN"	4	"correct"	"TRUE"	
"hé"	"hé"	"PROPN"	1	"lemmupos"	"FALSE"	
"circulaient"	"circuler"	"VERB"	1	"correct"	"TRUE"	
