form	lemma	upos	freq.samp	errtype	is_correct	BAMTINOF
ich's	ich's	PROPN	2	lemmupos	FALSE	
»gegen	»gegen	VERB	1	lemmupos	FALSE	
gewaltsamem	gewaltsamem	ADJ	1	correct	TRUE	
schmerzes	schmerz	NOUN	1	correct	TRUE	
erzähle	erzählen	NOUN	1	lemmupos	FALSE	
italien	ital	PROPN	1	lemma	FALSE	
zwist	zwist	NOUN	1	features	FALSE	
glaubst	glauben	VERB	1	features	FALSE	
verzehrendes	verzehrend	ADJ	1	correct	TRUE	
gepackt	packen	VERB	1	correct	TRUE	
großartig	großartig	ADJ	1	correct	TRUE	
klirrten	klirren	VERB	1	correct	TRUE	
bezaubernd	bezaubernd	ADJ	1	correct	TRUE	
zorn	zorn	NOUN	1	correct	TRUE	
bins	bins	PROPN	1	lemmupos	FALSE	
gewande	gewande	NOUN	1	features	FALSE	
zurückgehalten	zurückgehalten	VERB	1	correct	TRUE	
übermenschlicher	übermenschlich	ADJ	1	correct	TRUE	
wälzt	wälzen	VERB	1	correct	TRUE	
danke	danken	VERB	2	correct	TRUE	
ehrentag	ehrentag	NOUN	1	features	FALSE	
»da	»da	SCONJ	1	allwrong	FALSE	
dammerde	dammerde	NOUN	1	features	FALSE	
»ach	»ach	ADJ	2	lemmupos	FALSE	
cordova	cordova	PROPN	1	correct	TRUE	
florentin	florentin	NOUN	1	upos	FALSE	
herankam	herankommen	VERB	1	correct	TRUE	
rout	rout	NOUN	1	correct	TRUE	
glieder	glieder	NOUN	1	lemma	FALSE	
farbeneffekte	farbeneffekt	NOUN	1	correct	TRUE	
wiederhaben	wiederhaben	VERB	1	correct	TRUE	
gekostet	kosten	VERB	1	correct	TRUE	
blutspur	blutspur	NOUN	1	features	FALSE	
nu	nu	NOUN	1	correct	TRUE	
kauflustigen	kauflustige	NOUN	1	features	FALSE	
wohlfart	wohlfart	PROPN	1	correct	TRUE	
schaumann	schaumann	PROPN	1	correct	TRUE	
geschenkte	geschenkt	VERB	1	correct	TRUE	
faßte	faßen	NOUN	1	lemmupos	FALSE	
güte	güte	NOUN	1	features	FALSE	
schiebt	schieben	VERB	2	correct	TRUE	
eßzimmer	eßzimmer	NOUN	1	correct	TRUE	
rheinsberger	rheinsberger	PROPN	1	correct	TRUE	
»daß	»daß	SCONJ	1	allwrong	FALSE	
campas	campas	PROPN	1	correct	TRUE	
gleiten	gleiten	VERB	1	correct	TRUE	
haben	heben	VERB	1	correct	TRUE	
zurückgeschlagen	zurückschlagen	VERB	1	correct	TRUE	
rosigen	rosig	ADJ	1	correct	TRUE	
widerwärtiges	widerwärtig	ADJ	1	correct	TRUE	
hals	hals	PROPN	1	upos	FALSE	
zigarette	zigarette	NOUN	1	correct	TRUE	
einführen	einführen	VERB	1	correct	TRUE	
faber	faber	NOUN	1	upos	FALSE	
wohnt	wohnen	ADJ	1	correct	TRUE	
spiegelbild	spiegelbild	NOUN	1	correct	TRUE	
entsetzt	entsetzen	VERB	1	correct	TRUE	
unbestimmten	unbestimmt	ADJ	1	correct	TRUE	
beugt	beugen	VERB	1	correct	TRUE	
feigheit	feigheit	NOUN	1	correct	TRUE	
unehrlichen	unehrlich	ADJ	1	correct	TRUE	
gesenkt	senkn	VERB	1	lemma	FALSE	
lachte	lachte	VERB	1	lemma	FALSE	
staatsanstellung	staatsanstellung	NOUN	1	correct	TRUE	
unnennbares	unnennbar	ADJ	1	correct	TRUE	
arnost	arnost	PROPN	1	correct	TRUE	
blanken	blank	NOUN	1	correct	TRUE	
erlange	erlange	ADV	1	lemmupos	FALSE	
gnäd'gen	gnäd'g	ADJ	1	correct	TRUE	
»ich	»ich	ADV	1	allwrong	FALSE	
lauffeuer	lauffeuer	NOUN	1	features	FALSE	
hervorrief	hervorraufen	VERB	1	lemma	FALSE	
effi	effi	PROPN	2	correct	TRUE	
schmales	schmal	ADJ	1	correct	TRUE	
munde	munde	NOUN	1	lemma	FALSE	
vorstellte	vorstellen	VERB	1	correct	TRUE	
fünfzehnjährige	fünfzehnjährig	PROPN	1	upos	FALSE	
wiederholte	wiederholen	VERB	1	correct	TRUE	
unwille	unwille	NOUN	1	correct	TRUE	
mochten	mocht	AUX	1	lemma	FALSE	
haberfeldtreiber	haberfeldtreiber	NOUN	1	features	FALSE	
hadde	hadde	PROPN	1	upos	FALSE	
›brandenburgischen	›brandenburgisch	ADJ	1	lemmupos	FALSE	
stiernacken	stiernacken	NOUN	1	correct	TRUE	
ausschlag	ausschlag	NOUN	1	correct	TRUE	
erbauungsschriften	erbauungsschrift	NOUN	1	features	FALSE	
fräulein	fräulein	PROPN	1	features	FALSE	
lauf	lauf	ADV	1	correct	TRUE	
sippe	sippe	NOUN	1	correct	TRUE	
nebenzimmer	nebenzimmer	NOUN	1	correct	TRUE	
in's	in's	PROPN	2	lemmupos	FALSE	
elend	elend	ADJ	1	correct	TRUE	
jahreszeit	jahreszeit	NOUN	1	correct	TRUE	
judith	judith	PROPN	1	correct	TRUE	
»das	»das	PRON	2	allwrong	FALSE	
gebückten	gebückt	ADJ	1	features	FALSE	
»das	»der	PROPN	1	lemmupos	FALSE	
angekränkelt	angekränkeln	VERB	1	lemma	FALSE	
genant	nanen	NOUN	1	lemmupos	FALSE	
ehrwürdige	ehrwürdige	NOUN	1	features	FALSE	
erinnerst	erinnersen	ADV	1	lemmupos	FALSE	
›wenn	›wenn	CCONJ	1	lemmupos	FALSE	
stopfkuchen	stopfkuchen	NOUN	1	correct	TRUE	
gnädige	gnädig	ADJ	1	correct	TRUE	
zärtliche	zärtlich	ADJ	1	correct	TRUE	
weggewinkt	weggewinken	VERB	1	correct	TRUE	
liebster	lieb	NOUN	1	upos	FALSE	
laß	laß	VERB	1	lemma	FALSE	
lügen	lüge	NOUN	1	features	FALSE	
geraumer	geraum	PROPN	1	upos	FALSE	
hängst	hängst	ADV	1	lemmupos	FALSE	
fläschchen	fläschchen	NOUN	1	features	FALSE	
buche	buch	NOUN	1	correct	TRUE	
»habe	»haben	AUX	1	allwrong	FALSE	
schwebten	schweben	VERB	1	correct	TRUE	
folter	folter	NOUN	1	features	FALSE	
letzte	letzn	ADJ	1	lemma	FALSE	
flammender	flammend	ADJ	1	correct	TRUE	
schämen	schämen	VERB	1	correct	TRUE	
stopfkuchen	stopfkuchen	NOUN	2	upos	FALSE	
gehst	gehen	ADV	1	upos	FALSE	
leichtsinniger	leichtsinnig	ADJ	1	correct	TRUE	
komm	kimmen	VERB	1	lemma	FALSE	
»hast	»haben	VERB	1	allwrong	FALSE	
bring	bringen	PROPN	1	upos	FALSE	
klangen	klangen	VERB	1	lemma	FALSE	
großmut	großmut	NOUN	1	correct	TRUE	
dro	dro	PROPN	1	lemmupos	FALSE	
colonna	colonna	PROPN	1	correct	TRUE	
dünkt	dünkt	VERB	1	correct	TRUE	
kaplanischen	kaplanisch	ADJ	1	correct	TRUE	
keck	keck	NOUN	1	upos	FALSE	
hingen	hingen	VERB	1	lemma	FALSE	
»hanni	»hanni	PROPN	1	allwrong	FALSE	
abschickte	abschicken	VERB	1	correct	TRUE	
denn	dennen	ADV	1	lemma	FALSE	
schwerem	schwer	ADJ	1	correct	TRUE	
fräulein	fräulein	PROPN	2	correct	TRUE	
sitzende	sitzend	ADJ	1	correct	TRUE	
danach	danechen	ADV	1	lemma	FALSE	
bitte	bitten	PROPN	1	upos	FALSE	
klirrte	klirren	VERB	1	correct	TRUE	
leiser	leiser	ADJ	1	lemma	FALSE	
arms	arm	NOUN	1	lemma	FALSE	
pescara	pescara	PROPN	2	correct	TRUE	
prädikate	prädikat	NOUN	1	correct	TRUE	
glänzenden	glänzend	ADJ	1	correct	TRUE	
schwelle	schwelle	NOUN	2	correct	TRUE	
erscholl	erscholl	VERB	1	lemma	FALSE	
dir	dir	PRON	2	correct	TRUE	
lächelte	lächeln	VERB	2	correct	TRUE	
avallon	avallon	PROPN	1	correct	TRUE	
sonnenblick	sonnenblick	NOUN	1	correct	TRUE	
fischerhäuser	fischerhaus	NOUN	1	features	FALSE	
gesichtchen	gesichtchen	NOUN	1	features	FALSE	
»das	»das	PRON	1	lemmupos	FALSE	
dunkle	dunkle	NOUN	1	features	FALSE	
gerechte	gerecht	ADJ	1	correct	TRUE	
festhaltend	festhaltend	ADJ	1	correct	TRUE	
abscheulichen	abscheulich	ADJ	1	correct	TRUE	
kritzlig	kritzlig	ADJ	1	upos	FALSE	
dunkeln	dunkel	NOUN	1	upos	FALSE	
meinen	mein	VERB	1	correct	TRUE	
verwandelt	verwandeln	VERB	1	correct	TRUE	
jämmerlichen	jämmerlichen	NOUN	1	features	FALSE	
gewußt	gewußen	VERB	1	lemma	FALSE	
materielles	materielles	PROPN	1	upos	FALSE	
ward	ward	PROPN	2	lemmupos	FALSE	
tilly	tilly	PROPN	1	correct	TRUE	
hanni	hanni	NOUN	1	upos	FALSE	
ding	ding	PROPN	2	upos	FALSE	
»aber	»aber	SCONJ	2	allwrong	FALSE	
sturmnacht	sturmnacht	NOUN	1	correct	TRUE	
braut	braut	NOUN	1	features	FALSE	
liebt	lieben	ADJ	1	upos	FALSE	
sehnt	sehnen	VERB	1	correct	TRUE	
massenhafter	massenhaft	NOUN	1	upos	FALSE	
miene	miene	NOUN	1	correct	TRUE	
eilends	eilends	ADV	1	correct	TRUE	
augn	augn	NOUN	1	lemma	FALSE	
feinsten	fein	ADJ	1	correct	TRUE	
merke	merken	NOUN	1	upos	FALSE	
andachten	andacht	NOUN	1	features	FALSE	
schwieg	schweigen	VERB	1	correct	TRUE	
sehenswürdigkeiten	sehenswürdigkeit	NOUN	1	correct	TRUE	
»das	»der	PRON	1	allwrong	FALSE	
geschöpf	geschöpf	NOUN	1	features	FALSE	
eifersüchtig	eifersüchtig	ADJ	1	correct	TRUE	
ehrenthal	ehrenthal	PROPN	1	correct	TRUE	
omen	omen	VERB	1	correct	TRUE	
bezichtigung	bezichtigung	NOUN	1	correct	TRUE	
schein	schein	NOUN	1	correct	TRUE	
türvorhang	türvorhang	NOUN	1	correct	TRUE	
ferne	ferne	ADJ	1	correct	TRUE	
entsetzlich	entsetzlich	ADJ	1	upos	FALSE	
»gehen	»gehen	VERB	1	allwrong	FALSE	
ich's	ich's	PROPN	1	correct	TRUE	
denselben	denselb	NOUN	1	lemmupos	FALSE	
grase	gras	PROPN	1	upos	FALSE	
effis	effis	NOUN	1	lemmupos	FALSE	
pavel	pavel	PROPN	1	correct	TRUE	
bindfaden	bindfaden	PROPN	1	upos	FALSE	
begegneten	begegneten	ADJ	1	lemmupos	FALSE	
desgleichen	desgleich	ADJ	1	lemmupos	FALSE	
mama	mama	PROPN	1	correct	TRUE	
heitere	heiter	ADJ	1	correct	TRUE	
handtücher	handtücher	PROPN	1	lemmupos	FALSE	
eile	eil	NOUN	1	lemma	FALSE	
unendlichen	unendlich	ADJ	1	correct	TRUE	
denn	denn	VERB	1	correct	TRUE	
funkelt	funkeln	VERB	1	correct	TRUE	
trete	treten	VERB	1	correct	TRUE	
bleich	bleich	ADJ	1	correct	TRUE	
bebte	beben	VERB	1	correct	TRUE	
wachten	wachen	VERB	1	correct	TRUE	
herantretenden	herantretend	ADJ	1	correct	TRUE	
zahle	zahlen	NOUN	1	correct	TRUE	
bagage	bagage	NOUN	1	correct	TRUE	
fischers	fischer	NOUN	1	correct	TRUE	
hafer	hafer	NOUN	1	correct	TRUE	
kindischen	kindisch	ADJ	1	correct	TRUE	
allzu	allzu	ADV	1	correct	TRUE	
bub	bub	NOUN	1	correct	TRUE	
landjäger	landjäger	NOUN	1	features	FALSE	
blüht	blühen	VERB	1	correct	TRUE	
»ganz	»ganz	ADV	1	allwrong	FALSE	
»der	»d	ADJ	1	lemmupos	FALSE	
brigitten's	brigitten's	PROPN	1	features	FALSE	
lächeln	lächeln	VERB	1	correct	TRUE	
kranz	kranz	PROPN	1	upos	FALSE	
grad	grad	PROPN	1	lemmupos	FALSE	
eseltreiber	eseltreiber	NOUN	1	features	FALSE	
»für	»für	CCONJ	1	lemmupos	FALSE	
unzertrennlich	unzertrennlich	ADJ	1	correct	TRUE	
»sachte	»sachen	VERB	1	lemmupos	FALSE	
her.	her.	X	1	lemmupos	FALSE	
missdan	missdan	PROPN	1	upos	FALSE	
trocknen	trocknen	VERB	1	correct	TRUE	
angesichts	angesicht	NOUN	1	features	FALSE	
demonstrativ	demonstrativ	ADJ	1	correct	TRUE	
irrende	irrend	ADJ	1	correct	TRUE	
mitleides	mitleides	NOUN	1	lemma	FALSE	
wardein	wardein	PROPN	2	features	FALSE	
subhastation	subhastation	NOUN	1	correct	TRUE	
novara	novara	PROPN	1	correct	TRUE	
mitgetheilt	mitgetheilen	VERB	1	lemma	FALSE	
hardine	hardine	NOUN	1	upos	FALSE	
ausnehmen	ausnehmen	VERB	1	correct	TRUE	
wohlergehen	wohlergehen	NOUN	1	correct	TRUE	
aufging	aufgehen	VERB	1	correct	TRUE	
sommerliche	sommerlich	ADJ	1	correct	TRUE	
»sieh	»seihen	PROPN	1	lemmupos	FALSE	
himmlisches	himmlisch	ADJ	1	correct	TRUE	
sessels	sessel	NOUN	1	correct	TRUE	
geisterhafter	geisterhafter	ADJ	1	lemmupos	FALSE	
arme	arme	NOUN	1	lemmupos	FALSE	
aufrichten	aufrichen	VERB	1	lemma	FALSE	
wohnzimmer	wohnzimmer	NOUN	1	correct	TRUE	
»guten	»gut	ADJ	1	allwrong	FALSE	
einlaßgeld	einlaßgeld	NOUN	1	correct	TRUE	
pochte	pochen	VERB	1	correct	TRUE	
auflegten	auflegen	VERB	1	correct	TRUE	
riegelt	riegeln	VERB	1	correct	TRUE	
bork	borken	PROPN	1	lemma	FALSE	
meining	meining	NOUN	1	upos	FALSE	
deine	dein	ADJ	1	correct	TRUE	
groß	grießen	VERB	1	lemmupos	FALSE	
jammergeschrei	jammergeschrei	NOUN	1	features	FALSE	
ebenbürtigen	ebenbürtig	ADJ	1	correct	TRUE	
ausgestoßensein	ausgestoßensein	NOUN	1	features	FALSE	
erwachte	erwachen	VERB	1	correct	TRUE	
katzenstein	katzenstein	PROPN	1	correct	TRUE	
muaß	muaß	VERB	1	lemma	FALSE	
fremd	fremd	ADJ	1	correct	TRUE	
ausgeschüttet	ausgeschütten	VERB	1	lemma	FALSE	
»könnte	»können	NOUN	1	lemmupos	FALSE	
lärmender	lärmender	ADV	1	upos	FALSE	
bovillard	bovillard	PROPN	1	correct	TRUE	
unsicherer	unsicher	ADJ	1	correct	TRUE	
hinauszufahren	hinauszufahren	VERB	1	lemma	FALSE	
dreißigjährigen	dreißigjährig	ADJ	1	correct	TRUE	
klopfen	klopfen	NOUN	1	features	FALSE	
garn	gar	NOUN	1	lemma	FALSE	
bureau	bureau	NOUN	1	correct	TRUE	
verlorene	verlorene	ADJ	1	tokenization	FALSE	
rebenstock	rebenstock	PROPN	1	correct	TRUE	
elends	elend	NOUN	1	correct	TRUE	
der	der	PROPN	1	upos	FALSE	
sonnige	sonnig	ADJ	1	correct	TRUE	
gebannt	bannen	ADJ	1	correct	TRUE	
wir's	wir's	PROPN	2	lemmupos	FALSE	
andern	ander	NOUN	1	upos	FALSE	
begrüßend	begrüßend	ADJ	1	correct	TRUE	
lehne	lehne	NOUN	1	correct	TRUE	
einsam	einsam	NOUN	1	upos	FALSE	
empfing	empfangen	VERB	2	correct	TRUE	
brave	brav	ADJ	1	correct	TRUE	
beinah	beinah	ADV	1	correct	TRUE	
landsfelds	landsfelds	PROPN	1	correct	TRUE	
»guate	»guaen	PROPN	1	lemmupos	FALSE	
kinde	wind|kinde	NOUN	1	lemma	FALSE	
hm	hm	ADJ	1	upos	FALSE	
zerfetzt	zerfetzen	VERB	1	correct	TRUE	
wußte	wußen	AUX	2	lemmupos	FALSE	
erklärte	erklären	ADJ	1	upos	FALSE	
›ach	›ach	ADJ	1	lemmupos	FALSE	
kompliziert	kompliziert	VERB	1	correct	TRUE	
dubslav	dubslav	ADV	1	upos	FALSE	
dat	dat	NOUN	1	lemmupos	FALSE	
gastfreundlichen	gastfreundlich	ADJ	1	correct	TRUE	
deines	deine	PRON	1	correct	TRUE	
fürstliche	fürstlich	ADJ	1	correct	TRUE	
verweilen	verweilen	VERB	1	correct	TRUE	
hochzeitsreise	hochzeitsreise	NOUN	1	features	FALSE	
vergrößerten	vergrößern	VERB	1	correct	TRUE	
güte	gut	NOUN	1	lemma	FALSE	
eingeschlafen	eingeschlafen	VERB	1	lemmupos	FALSE	
einsamer	einsam	ADJ	1	correct	TRUE	
besen	bese	NOUN	1	lemma	FALSE	
formende	formende	ADJ	1	features	FALSE	
clementinen	clementine	NOUN	1	upos	FALSE	
hauptleidtragenden	hauptleidtragende	NOUN	1	features	FALSE	
genossen	nießen	NOUN	1	lemma	FALSE	
markgräfin	markgräfin	NOUN	1	correct	TRUE	
erlösung	erlösung	NOUN	1	features	FALSE	
feldherr	feldherr	NOUN	1	features	FALSE	
»i	»i	PROPN	1	lemmupos	FALSE	
entzündeten	entzünden	VERB	1	features	FALSE	
ehrlich	ehrlich	ADJ	1	correct	TRUE	
»'s	»'s	PROPN	1	lemmupos	FALSE	
barbyschen	barbyschen	ADJ	1	lemma	FALSE	
gelegenheiten	gelegenheit	NOUN	1	features	FALSE	
excellenzen	excellenz	NOUN	1	features	FALSE	
kokettes	kokett	ADJ	1	correct	TRUE	
tote	tot	NOUN	1	correct	TRUE	
kummervoll	kummervollen	ADJ	1	lemma	FALSE	
macht	macht	VERB	1	correct	TRUE	
manne	mann	NOUN	1	correct	TRUE	
schwachheit	schwachheit	NOUN	1	correct	TRUE	
›bedrohte	›bedroht	ADJ	1	lemmupos	FALSE	
»lesen	»lese	PROPN	1	lemmupos	FALSE	
die	d	DET	1	correct	TRUE	
durchgespielt	durchgespielen	VERB	1	correct	TRUE	
»was	»was	PRON	2	allwrong	FALSE	
unschuld	unschuld	NOUN	1	correct	TRUE	
innigsten	innig	ADJ	1	correct	TRUE	
halbumschleierter	halbumschleiert	ADJ	1	correct	TRUE	
bist	bist	VERB	1	correct	TRUE	
»o	»o	PROPN	2	lemmupos	FALSE	
hinüber	hinüber	ADV	1	correct	TRUE	
lenore	lenore	PROPN	1	correct	TRUE	
siegmund	siegmund	PROPN	1	correct	TRUE	
anwies	anweisen	VERB	1	correct	TRUE	
»wie	»wie	SCONJ	1	lemmupos	FALSE	
clementine	clementine	PROPN	1	features	FALSE	
den	der	SCONJ	1	upos	FALSE	
»judith	»judith	PROPN	1	allwrong	FALSE	
deckbett	deckbett	NOUN	1	features	FALSE	
klopfte	klopfen	VERB	1	correct	TRUE	
verhüllte	verhüllen	VERB	1	correct	TRUE	
»ja	»ja	PART	2	allwrong	FALSE	
rennt	rennen	VERB	1	correct	TRUE	
gespült	spülen	VERB	1	correct	TRUE	
forellen	forelle	NOUN	1	correct	TRUE	
dienstvolk	dienstvolk	NOUN	1	correct	TRUE	
armenvorsteher	armenvorsteher	NOUN	1	features	FALSE	
schnappt	schnappt	VERB	1	correct	TRUE	
edelstein	edelstein	NOUN	1	correct	TRUE	
»leben	»leben	VERB	1	allwrong	FALSE	
beinah	beinehen	VERB	1	lemmupos	FALSE	
reisegepäck	reisegepäck	NOUN	1	correct	TRUE	
morone	morone	PROPN	1	correct	TRUE	
den	de	PROPN	1	correct	TRUE	
umschlingung	umschlingung	NOUN	1	correct	TRUE	
anblick	anblick	NOUN	2	correct	TRUE	
deinem	dein	PRON	1	features	FALSE	
soll	sollen	ADJ	1	correct	TRUE	
graut	grauen	VERB	1	correct	TRUE	
diele	diel	NOUN	1	lemma	FALSE	
wer?	wer?	X	1	correct	TRUE	
meiner	ich	DET	1	correct	TRUE	
finstern	finster	VERB	1	upos	FALSE	
prr	prr	NOUN	1	correct	TRUE	
funken	funken	NOUN	1	features	FALSE	
wohlerworbenen	wohlerworben	ADJ	1	correct	TRUE	
mädel	mädel	PROPN	1	upos	FALSE	
erleichterst	erleichtersen	ADV	1	lemmupos	FALSE	
buße	muß|buße	NOUN	1	lemma	FALSE	
züchtigung	züchtigung	NOUN	1	correct	TRUE	
geert	geert	VERB	1	lemmupos	FALSE	
fort	foren	ADV	1	correct	TRUE	
glücklicherweise	glücklicherweise	ADV	1	correct	TRUE	
gründlich	gründlich	ADJ	1	correct	TRUE	
sphäre	sphäre	NOUN	1	correct	TRUE	
herrmanns	herrmann	NOUN	1	upos	FALSE	
will	will	AUX	1	correct	TRUE	
zweifeln	zweifeln	NOUN	1	upos	FALSE	
gänzlicher	gänzlich	ADJ	1	correct	TRUE	
»in	»in	PROPN	1	lemmupos	FALSE	
obenauf	obenauf	ADV	1	correct	TRUE	
färbten	färben	VERB	1	correct	TRUE	
giebt	gieben	VERB	1	lemma	FALSE	
»verworfener	»verworfener	PROPN	1	lemmupos	FALSE	
pavels	pavels	PROPN	2	lemma	FALSE	
fast	faben	ADV	1	lemma	FALSE	
»zu	»zu	PROPN	1	lemmupos	FALSE	
zugestimmt	zugestimmen	ADJ	1	lemmupos	FALSE	
papageien	papagei	NOUN	1	correct	TRUE	
eicheltrank	eicheltrank	NOUN	1	features	FALSE	
aufgesetzt	aufsetzen	VERB	1	correct	TRUE	
»in	»in	PROPN	1	allwrong	FALSE	
innigen	innig	ADJ	1	correct	TRUE	
dees	de	PROPN	1	lemmupos	FALSE	
genährt	genähren|währen	VERB	1	lemma	FALSE	
scr	scr	PROPN	1	correct	TRUE	
knabe	knabe	NOUN	1	features	FALSE	
stillen	still	ADJ	1	correct	TRUE	
dasselbe	dasselbe	PRON	1	correct	TRUE	
»dürfte	»dürfen	AUX	1	allwrong	FALSE	
bindematerial	bindematerial	NOUN	1	correct	TRUE	
›herausgeht	›herausgehen	VERB	1	allwrong	FALSE	
daß	daß	VERB	1	correct	TRUE	
gewißheit	gewißheit	NOUN	1	features	FALSE	
lämmer	lämmer	NOUN	1	lemma	FALSE	
versorgten	versorgen	VERB	1	correct	TRUE	
doralice	doralice	PROPN	1	features	FALSE	
taumelte	taumeln	VERB	1	correct	TRUE	
deine	deine	PROPN	1	upos	FALSE	
delphine	delphine	NOUN	1	upos	FALSE	
graf	graf	NOUN	1	correct	TRUE	
einquartiert	einquartieren	VERB	1	correct	TRUE	
augenbrauen	augenbrauen	NOUN	1	lemma	FALSE	
verbreitet	verbreitet	VERB	1	correct	TRUE	
losreißend	losreißend	ADJ	1	correct	TRUE	
trostlosigkeit	trostlosigkeit	NOUN	1	correct	TRUE	
»und	»und	ADV	1	lemmupos	FALSE	
dintenklecks	dintenkleck	NOUN	1	features	FALSE	
lachen	lachen	ADJ	1	upos	FALSE	
mußte	mußen	AUX	1	lemma	FALSE	
lachte	lachen	VERB	1	correct	TRUE	
winterliches	winterlich	ADJ	1	correct	TRUE	
schläfrig	schläfrig	ADJ	1	correct	TRUE	
entgegenstürzten	entgegenstürzen	VERB	1	correct	TRUE	
meinetwegen	meinetwegen	VERB	1	upos	FALSE	
gras	gras	PROPN	1	upos	FALSE	
wendelrose	wendelrose	NOUN	1	correct	TRUE	
gesandten	verwandte|gesandter	NOUN	1	lemma	FALSE	
scherzte	scherzen	VERB	1	correct	TRUE	
weibe	weib	NOUN	1	correct	TRUE	
näherte	nähern	VERB	1	correct	TRUE	
schwül	schwül	ADJ	1	correct	TRUE	
»ich	»ich	ADP	5	lemmupos	FALSE	
diener	diener	PROPN	1	features	FALSE	
konnte	konnt	AUX	1	lemma	FALSE	
blutsühne	blutsühne	NOUN	1	correct	TRUE	
hinausglitt	hinausgleiden	VERB	1	lemma	FALSE	
deiner	deiner	PROPN	1	upos	FALSE	
fischerdorf	fischerdorf	NOUN	1	correct	TRUE	
he	he	NOUN	1	correct	TRUE	
